"id","taxonID","acceptedNameUsageID","scientificName","acceptedNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","taxonomicStatus","taxonRemarks","modified","language","license","rightsHolder","accessRights","datasetName","vernaculaNameEN","vernaculaNameFR","localities","Bryoquel_version"
254,254,254,"Schistochilopsis incisa var. incisa","Schistochilopsis incisa (Schrad.) Konstant. var. incisa",,,,"|Hepaticae|||Lophoziaceae|Schistochilopsis|incisa|incisa",,"Hepaticae",,,"Lophoziaceae","Schistochilopsis","incisa","incisa","Variété","","Accepté","","2014-12-02",,,,,,"jagged notchwort","lophozie incisée","Québec, Labrador",3.3
256,256,256,"Schistochilopsis incisa var. opacifolia","Schistochilopsis incisa (Schrad.) Konstant. var. opacifolia (Culm.) Bakalin",,,,"|Hepaticae|||Lophoziaceae|Schistochilopsis|incisa|opacifolia",,"Hepaticae",,,"Lophoziaceae","Schistochilopsis","incisa","opacifolia","Variété","(Culm.) Bakalin","Accepté","Infraspecific Epithet Authorship : (Culm.) Bakalin","2014-12-02",,,,,,"alpine jagged notchwort","lophozie à feuilles opaques","Québec, Labrador",3.3
258,258,258,"Schistochilopsis laxa","Schistochilopsis laxa (Lindb.) Konstant.",,,,"|Hepaticae|||Lophoziaceae|Schistochilopsis|laxa|",,"Hepaticae",,,"Lophoziaceae","Schistochilopsis","laxa","","Espèce","(Lindb.) Konstant.","Accepté","","2014-12-02",,,,,,"marsh notchwort","lophozie lâche","Québec, Labrador",3.3
260,260,260,"Tetralophozia setiformis","Tetralophozia setiformis (Ehrh.) Schljakov",,,,"|Hepaticae|||Lophoziaceae|Tetralophozia|setiformis|",,"Hepaticae",,,"Lophoziaceae","Tetralophozia","setiformis","","Espèce","(Ehrh.) Schljakov","Accepté","","2014-12-02",,,,,,"monster pawwort","mélusine splendide","Québec, Labrador",3.3
261,261,261,"Trichocolea tomentella","Trichocolea tomentella (Ehrh.) Dumort.",,,,"|Hepaticae|||Trichocoleaceae|Trichocolea|tomentella|",,"Hepaticae",,,"Trichocoleaceae","Trichocolea","tomentella","","Espèce","(Ehrh.) Dumort.","Accepté","","2014-12-02",,,,,,"woolly liverwort","égipan laineux","Québec, Labrador",3.3
262,262,262,"Tritomaria exsecta","Tritomaria exsecta (Schmidel ex Schrad.) Schiffn. ex Loeske",,,,"|Hepaticae|||Lophoziaceae|Tritomaria|exsecta|",,"Hepaticae",,,"Lophoziaceae","Tritomaria","exsecta","","Espèce","(Schmidel ex Schrad.) Schiffn. ex Loeske","Accepté","","2014-12-02",,,,,,"cut notchwort","tritomaire découpée","Québec, Labrador",3.3
263,263,263,"Tritomaria exsectiformis","Tritomaria exsectiformis (Breidl.) Schiffn. ex Loeske",,,,"|Hepaticae|||Lophoziaceae|Tritomaria|exsectiformis|",,"Hepaticae",,,"Lophoziaceae","Tritomaria","exsectiformis","","Espèce","(Breidl.) Schiffn. ex Loeske","Accepté","","2014-12-02",,,,,,"large cut notchwort","tritomaire disséquée","Québec, Labrador",3.3
264,264,264,"Tritomaria heterophylla","Tritomaria heterophylla R.M. Schust.",,,,"|Hepaticae|||Lophoziaceae|Tritomaria|heterophylla|",,"Hepaticae",,,"Lophoziaceae","Tritomaria","heterophylla","","Espèce","R.M. Schust.","Accepté","","2014-12-02",,,,,,"variable-leaved notchwort","tritomaire à feuilles variables","Québec, Labrador",3.3
265,265,265,"Tritomaria polita subsp. polita","Tritomaria polita (Nees) Jörg. subsp. polita",,,,"|Hepaticae|||Lophoziaceae|Tritomaria|polita|polita",,"Hepaticae",,,"Lophoziaceae","Tritomaria","polita","polita","Sous-espèce","","Accepté","","2014-12-02",,,,,,"flush notchwort","tritomaire élégante","Québec, Labrador",3.3
266,266,266,"Tritomaria polita subsp. polymorpha","Tritomaria polita (Nees) Jörg. subsp. polymorpha R.M. Schust.",,,,"|Hepaticae|||Lophoziaceae|Tritomaria|polita|polymorpha",,"Hepaticae",,,"Lophoziaceae","Tritomaria","polita","polymorpha","Sous-espèce","R.M. Schust.","Accepté","Infraspecific Epithet Authorship : R.M. Schust.","2014-12-02",,,,,,"polymorphic notchwort","tritomaire polymorphe","Labrador, Québec",3.3
267,267,267,"Tritomaria quinquedentata subsp. quinquedentata","Tritomaria quinquedentata (Huds.) H. Buch subsp. quinquedentata",,,,"|Hepaticae|||Lophoziaceae|Tritomaria|quinquedentata|quinquedentata",,"Hepaticae",,,"Lophoziaceae","Tritomaria","quinquedentata","quinquedentata","Sous-espèce","","Accepté","","2014-12-02",,,,,,"Lyons notchwort","grande tritomaire","Québec, Labrador",3.3
268,268,268,"Tritomaria quinquedentata subsp. turgida","Tritomaria quinquedentata (Huds.) H. Buch subsp. turgida (Lindb.) Perss.",,,,"|Hepaticae|||Lophoziaceae|Tritomaria|quinquedentata|turgida",,"Hepaticae",,,"Lophoziaceae","Tritomaria","quinquedentata","turgida","Sous-espèce","(Lindb.) Perss.","Accepté","Infraspecific Epithet Authorship : (Lindb.) Perss.","2014-12-02",,,,,,"large notchwort","tritomaire enflée","Québec, Labrador",3.3
269,269,269,"Tritomaria scitula","Tritomaria scitula (Taylor) Jörg.",,,,"|Hepaticae|||Lophoziaceae|Tritomaria|scitula|",,"Hepaticae",,,"Lophoziaceae","Tritomaria","scitula","","Espèce","(Taylor) Jörg.","Accepté","","2014-12-02",,,,,,"mountain notchwort","tritomaire des montagnes","Québec, Labrador",3.3
270,270,270,"Abietinella abietina","Abietinella abietina (Hedw.) M. Fleisch.",,,,"|Musci|||Thuidiaceae|Abietinella|abietina|",,"Musci",,,"Thuidiaceae","Abietinella","abietina","","Espèce","(Hedw.) M. Fleisch.","Accepté","","2014-12-02",,,,,,"wiry fern moss","thuidie petit-sapin","Québec, Labrador",3.3
272,272,272,"Acaulon muticum var. muticum","Acaulon muticum (Schreb. ex Hedw.) Müll. Hal. var. muticum",,,,"|Musci|||Pottiaceae|Acaulon|muticum|muticum",,"Musci",,,"Pottiaceae","Acaulon","muticum","muticum","Variété","","Accepté","","2014-12-02",,,,,,"dwarf earth moss","acaulon mutique","Québec, Labrador",3.3
273,273,273,"Aloina brevirostris","Aloina brevirostris (Hook. & Grev.) Kindb.",,,,"|Musci|||Pottiaceae|Aloina|brevirostris|",,"Musci",,,"Pottiaceae","Aloina","brevirostris","","Espèce","(Hook. & Grev.) Kindb.","Accepté","","2014-12-02",,,,,,"short-beaked screw moss","aloïna à bec court","Québec, Labrador",3.3
274,274,274,"Aloina rigida","Aloina rigida (Hedw.) Limpr.",,,,"|Musci|||Pottiaceae|Aloina|rigida|",,"Musci",,,"Pottiaceae","Aloina","rigida","","Espèce","(Hedw.) Limpr.","Accepté","","2014-12-02",,,,,,"rigid screw moss","aloïna rigide","Québec, Labrador",3.3
275,275,275,"Amblyodon dealbatus","Amblyodon dealbatus (Hedw.) P. Beauv.",,,,"|Musci|||Meesiaceae|Amblyodon|dealbatus|",,"Musci",,,"Meesiaceae","Amblyodon","dealbatus","","Espèce","(Hedw.) P. Beauv.","Accepté","","2014-12-02",,,,,,"short-toothed hump moss","amblyodon blanchâtre","Québec, Labrador",3.3
276,276,276,"Amblystegium serpens","Amblystegium serpens (Hedw.) Schimp.",,,,"|Musci|||Amblystegiaceae|Amblystegium|serpens|",,"Musci",,,"Amblystegiaceae","Amblystegium","serpens","","Espèce","(Hedw.) Schimp.","Accepté","","2014-12-02",,,,,,"Jurkatzka's feather moss","amblystégie rampante","Québec, Labrador",3.3
278,278,278,"Amphidium lapponicum","Amphidium lapponicum (Hedw.) Schimp.",,,,"|Musci|||Dicranaceae|Amphidium|lapponicum|",,"Musci",,,"Dicranaceae","Amphidium","lapponicum","","Espèce","(Hedw.) Schimp.","Accepté","","2014-12-02",,,,,,"Lapland yoke moss","amphidie commune","Québec, Labrador",3.3
279,279,279,"Amphidium mougeotii","Amphidium mougeotii (Bruch & Schimp.) Schimp.",,,,"|Musci|||Dicranaceae|Amphidium|mougeotii|",,"Musci",,,"Dicranaceae","Amphidium","mougeotii","","Espèce","(Bruch & Schimp.) Schimp.","Accepté","","2014-12-02",,,,,,"Mougeot's yoke moss","amphidie à feuilles linéaires","Québec, Labrador",3.3
280,280,280,"Anacamptodon splachnoides","Anacamptodon splachnoides (Froel. ex Brid.) Brid.",,,,"|Musci|||Amblystegiaceae|Anacamptodon|splachnoides|",,"Musci",,,"Amblystegiaceae","Anacamptodon","splachnoides","","Espèce","(Froel. ex Brid.) Brid.","Accepté","","2014-12-02",,,,,,"knot-hole moss","amblystégie arboricole","Québec, Labrador",3.3
281,281,281,"Andreaea alpestris","Andreaea alpestris (Thed.) Schimp.",,,,"|Musci|||Andreaceae|Andreaea|alpestris|",,"Musci",,,"Andreaceae","Andreaea","alpestris","","Espèce","(Thed.) Schimp.","Accepté","","2014-12-02",,,,,,"slender rock moss","lanterne alpestre","Québec, Labrador",3.3
282,282,282,"Andreaea blyttii","Andreaea blyttii Schimp.",,,,"|Musci|||Andreaceae|Andreaea|blyttii|",,"Musci",,,"Andreaceae","Andreaea","blyttii","","Espèce","Schimp.","Accepté","","2014-12-02",,,,,,"Blytt's rock moss","lanterne à pointe effilée","Québec, Labrador",3.3
283,283,283,"Andreaea crassinervia","Andreaea crassinervia Bruch",,,,"|Musci|||Andreaceae|Andreaea|crassinervia|",,"Musci",,,"Andreaceae","Andreaea","crassinervia","","Espèce","Bruch","Accepté","","2014-12-02",,,,,,"thick-nerved rock moss","lanterne à nervure épaisse","Québec, Labrador",3.3
285,285,285,"Andreaea nivalis","Andreaea nivalis Hook.",,,,"|Musci|||Andreaceae|Andreaea|nivalis|",,"Musci",,,"Andreaceae","Andreaea","nivalis","","Espèce","Hook.","Accepté","","2014-12-02",,,,,,"snow rock moss","lanterne des neiges","Québec, Labrador",3.3
286,286,286,"Andreaea obovata","Andreaea obovata Thed.",,,,"|Musci|||Andreaceae|Andreaea|obovata|",,"Musci",,,"Andreaceae","Andreaea","obovata","","Espèce","Thed.","Accepté","","2014-12-02",,,,,,"obovate rock moss","lanterne à feuilles obovées","Québec, Labrador",3.3
287,287,287,"Andreaea rothii","Andreaea rothii F. Weber & D. Mohr",,,,"|Musci|||Andreaceae|Andreaea|rothii|",,"Musci",,,"Andreaceae","Andreaea","rothii","","Espèce","F. Weber & D. Mohr","Accepté","","2014-12-02",,,,,,"dusky rock moss","lanterne noire","Québec, Labrador",3.3
288,288,288,"Andreaea rupestris","Andreaea rupestris Hedw.",,,,"|Musci|||Andreaceae|Andreaea|rupestris|",,"Musci",,,"Andreaceae","Andreaea","rupestris","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"black rock moss","lanterne des rochers","Québec, Labrador",3.3
289,289,289,"Anomobryum julaceum","Anomobryum julaceum (Schrad. ex G. Gaertn., B. Mey. & Scherb.) Schimp.",,,,"|Musci|||Bryaceae|Anomobryum|julaceum|",,"Musci",,,"Bryaceae","Anomobryum","julaceum","","Espèce","(Schrad. ex G. Gaertn., B. Mey. & Scherb.) Schimp.","Accepté","","2014-12-02",,,,,,"slender silver moss","bryum ficelle","Québec, Labrador",3.3
292,292,292,"Anomodon attenuatus","Anomodon attenuatus (Hedw.) Huebener",,,,"|Musci|||Anomodontaceae|Anomodon|attenuatus|",,"Musci",,,"Anomodontaceae","Anomodon","attenuatus","","Espèce","(Hedw.) Huebener","Accepté","","2014-12-02",,,,,,"slender anomodon","anomodon atténué","Québec, Labrador",3.3
293,293,293,"Anomodon minor","Anomodon minor (Hedw.) Lindb.",,,,"|Musci|||Anomodontaceae|Anomodon|minor|",,"Musci",,,"Anomodontaceae","Anomodon","minor","","Espèce","(Hedw.) Lindb.","Accepté","","2014-12-02",,,,,,"blunt-leaved anomodon","anomodon mineur","Québec, Labrador",3.3
294,294,294,"Anomodon rostratus","Anomodon rostratus (Hedw.) Schimp.",,,,"|Musci|||Anomodontaceae|Anomodon|rostratus|",,"Musci",,,"Anomodontaceae","Anomodon","rostratus","","Espèce","(Hedw.) Schimp.","Accepté","","2014-12-02",,,,,,"long-beaked anomodon","anomodon à longue pointe","Québec, Labrador",3.3
295,295,295,"Anomodon rugelii","Anomodon rugelii (Müll. Hal.) Keissl.",,,,"|Musci|||Anomodontaceae|Anomodon|rugelii|",,"Musci",,,"Anomodontaceae","Anomodon","rugelii","","Espèce","(Müll. Hal.) Keissl.","Accepté","","2014-12-02",,,,,,"Rugel's anomodon","anomodon à oreillettes","Québec, Labrador",3.3
296,296,296,"Anomodon viticulosus","Anomodon viticulosus (Hedw.) Hook. & Taylor",,,,"|Musci|||Anomodontaceae|Anomodon|viticulosus|",,"Musci",,,"Anomodontaceae","Anomodon","viticulosus","","Espèce","(Hedw.) Hook. & Taylor","Accepté","","2014-12-02",,,,,,"tall anomodon","anomodon robuste","Québec, Labrador",3.3
297,297,297,"Aongstroemia longipes","Aongstroemia longipes (Sommerf.) Bruch & Schimp.",,,,"|Musci|||Dicranaceae|Aongstroemia|longipes|",,"Musci",,,"Dicranaceae","Aongstroemia","longipes","","Espèce","(Sommerf.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"sprig moss","branchette dressée","Québec, Labrador",3.3
298,298,298,"Aphanorrhegma serratum","Aphanorrhegma serratum (Hook. & Wilson) Sull.",,,,"|Musci|||Funariaceae|Aphanorrhegma|serratum|",,"Musci",,,"Funariaceae","Aphanorrhegma","serratum","","Espèce","(Hook. & Wilson) Sull.","Accepté","","2014-12-02",,,,,,"serrate aphanorrhegma","korrigan dentelé","Québec, Labrador",3.3
299,299,299,"Aplodon wormskioldii","Aplodon wormskioldii (Hornem.) R. Br.",,,,"|Musci|||Splachnaceae|Aplodon|wormskioldii|",,"Musci",,,"Splachnaceae","Aplodon","wormskioldii","","Espèce","(Hornem.) R. Br.","Accepté","","2014-12-02",,,,,,"carrion moss","aplodon arctique","Québec, Labrador",3.3
300,300,300,"Arctoa anderssonii","Arctoa anderssonii Wich.",,,,"|Musci|||Dicranaceae|Arctoa|anderssonii|",,"Musci",,,"Dicranaceae","Arctoa","anderssonii","","Espèce","Wich.","Accepté","","2014-12-02",,,,,,"Andersson's arctic moss","faux-dicrane arctique","Québec, Labrador",3.3
301,301,301,"Arctoa fulvella","Arctoa fulvella (Dicks.) Bruch & Schimp.",,,,"|Musci|||Dicranaceae|Arctoa|fulvella|",,"Musci",,,"Dicranaceae","Arctoa","fulvella","","Espèce","(Dicks.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"tawny fork moss","faux-dicrane fauve","Québec, Labrador",3.3
302,302,302,"Arctoa hyperborea","Arctoa hyperborea (Gunnerus ex With.) Bruch & Schimp.",,,,"|Musci|||Dicranaceae|Arctoa|hyperborea|",,"Musci",,,"Dicranaceae","Arctoa","hyperborea","","Espèce","(Gunnerus ex With.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"northern fork moss","faux-dicrane nordique","Québec, Labrador",3.3
303,303,303,"Atrichum altecristatum","Atrichum altecristatum (Renauld & Cardot) B.B. Smyth & L.C.D. Smyth",,,,"|Musci|||Polytrichaceae|Atrichum|altecristatum|",,"Musci",,,"Polytrichaceae","Atrichum","altecristatum","","Espèce","(Renauld & Cardot) B.B. Smyth & L.C.D. Smyth","Accepté","","2014-12-02",,,,,,"ridged smoothcap moss","atric denté","Québec, Labrador",3.3
304,304,304,"Atrichum angustatum","Atrichum angustatum (Brid.) Bruch & Schimp.",,,,"|Musci|||Polytrichaceae|Atrichum|angustatum|",,"Musci",,,"Polytrichaceae","Atrichum","angustatum","","Espèce","(Brid.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"lesser smoothcap moss","atric à feuilles étroites","Québec, Labrador",3.3
305,305,305,"Atrichum crispulum","Atrichum crispulum Schimp. ex Besch.",,,,"|Musci|||Polytrichaceae|Atrichum|crispulum|",,"Musci",,,"Polytrichaceae","Atrichum","crispulum","","Espèce","Schimp. ex Besch.","Accepté","","2014-12-02",,,,,,"strongly crispate smoothcap moss","atric tomenteux","Québec, Labrador",3.3
306,306,306,"Atrichum crispum","Atrichum crispum (James) Sull.",,,,"|Musci|||Polytrichaceae|Atrichum|crispum|",,"Musci",,,"Polytrichaceae","Atrichum","crispum","","Espèce","(James) Sull.","Accepté","","2014-12-02",,,,,,"crispate smoothcap moss","atric crispé","Québec, Labrador",3.3
307,307,307,"Atrichum tenellum","Atrichum tenellum (Röhl.) Bruch & Schimp.",,,,"|Musci|||Polytrichaceae|Atrichum|tenellum|",,"Musci",,,"Polytrichaceae","Atrichum","tenellum","","Espèce","(Röhl.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"slender smoothcap moss","atric délicat","Québec, Labrador",3.3
308,308,308,"Aulacomnium androgynum","Aulacomnium androgynum (Hedw.) Schwägr.",,,,"|Musci|||Aulacomniaceae|Aulacomnium|androgynum|",,"Musci",,,"Aulacomniaceae","Aulacomnium","androgynum","","Espèce","(Hedw.) Schwägr.","Accepté","","2014-12-02",,,,,,"little groove moss","petite aulacomnie","Québec, Labrador",3.3
309,309,309,"Aulacomnium palustre","Aulacomnium palustre (Hedw.) Schwägr.",,,,"|Musci|||Aulacomniaceae|Aulacomnium|palustre|",,"Musci",,,"Aulacomniaceae","Aulacomnium","palustre","","Espèce","(Hedw.) Schwägr.","Accepté","","2014-12-02",,,,,,"ribbed bog moss","aulacomnie des marais","Québec, Labrador",3.3
310,310,310,"Aulacomnium turgidum","Aulacomnium turgidum (Wahlenb.) Schwägr.",,,,"|Musci|||Aulacomniaceae|Aulacomnium|turgidum|",,"Musci",,,"Aulacomniaceae","Aulacomnium","turgidum","","Espèce","(Wahlenb.) Schwägr.","Accepté","","2014-12-02",,,,,,"mountain groove moss","aulacomnie gonflée","Québec, Labrador",3.3
311,311,311,"Barbula convoluta","Barbula convoluta Hedw.",,,,"|Musci|||Pottiaceae|Barbula|convoluta|",,"Musci",,,"Pottiaceae","Barbula","convoluta","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"curly beard moss","barbule des champs","Québec, Labrador",3.3
312,312,312,"Barbula unguiculata","Barbula unguiculata Hedw.",,,,"|Musci|||Pottiaceae|Barbula|unguiculata|",,"Musci",,,"Pottiaceae","Barbula","unguiculata","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"prickly beard moss","barbule ubiquiste","Québec, Labrador",3.3
313,313,313,"Bartramia ithyphylla","Bartramia ithyphylla Brid.",,,,"|Musci|||Bartramiaceae|Bartramia|ithyphylla|",,"Musci",,,"Bartramiaceae","Bartramia","ithyphylla","","Espèce","Brid.","Accepté","","2014-12-02",,,,,,"straight-leaved apple moss","bartramie à feuilles droites","Québec, Labrador",3.3
314,314,314,"Bartramia pomiformis","Bartramia pomiformis Hedw.",,,,"|Musci|||Bartramiaceae|Bartramia|pomiformis|",,"Musci",,,"Bartramiaceae","Bartramia","pomiformis","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"common apple moss","bartramie pommette","Québec, Labrador",3.3
315,315,315,"Blindia acuta","Blindia acuta (Hedw.) Bruch & Schimp.",,,,"|Musci|||Seligeriaceae|Blindia|acuta|",,"Musci",,,"Seligeriaceae","Blindia","acuta","","Espèce","(Hedw.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"sharp-leaved Blind's moss","blindie aiguë","Québec, Labrador",3.3
316,316,316,"Brachythecium acuminatum","Brachythecium acuminatum (Hedw.) Austin",,,,"|Musci|||Brachyteciaceae|Brachythecium|acuminatum|",,"Musci",,,"Brachyteciaceae","Brachythecium","acuminatum","","Espèce","(Hedw.) Austin","Accepté","","2014-12-02",,,,,,"acuminate ragged moss","buissonnette acuminée","Québec, Labrador",3.3
317,317,317,"Brachythecium acutum","Brachythecium acutum (Mitt.) Sull.",,,,"|Musci|||Brachyteciaceae|Brachythecium|acutum|",,"Musci",,,"Brachyteciaceae","Brachythecium","acutum","","Espèce","(Mitt.) Sull.","Accepté","","2014-12-02",,,,,,"acute ragged moss","buissonnette aiguë","Québec, Labrador",3.3
318,318,318,"Brachythecium albicans","Brachythecium albicans (Hedw.) Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|albicans|",,"Musci",,,"Brachyteciaceae","Brachythecium","albicans","","Espèce","(Hedw.) Schimp.","Accepté","","2014-12-02",,,,,,"whitish ragged moss","buissonnette blanchâtre","Québec, Labrador",3.3
319,319,319,"Brachythecium campestre","Brachythecium campestre (Müll. Hal.) Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|campestre|",,"Musci",,,"Brachyteciaceae","Brachythecium","campestre","","Espèce","(Müll. Hal.) Schimp.","Accepté","","2014-12-02",,,,,,"field ragged moss","buissonnette des champs","Québec, Labrador",3.3
320,320,320,"Brachythecium curtum","Brachythecium curtum (Lindb.) Limpr.",,,,"|Musci|||Brachyteciaceae|Brachythecium|curtum|",,"Musci",,,"Brachyteciaceae","Brachythecium","curtum","","Espèce","(Lindb.) Limpr.","Accepté","","2014-12-02",,,,,,"short-leaved ragged moss","buissonnette équivoque","Québec, Labrador",3.3
321,321,321,"Brachythecium erythrorrhizon","Brachythecium erythrorrhizon Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|erythrorrhizon|",,"Musci",,,"Brachyteciaceae","Brachythecium","erythrorrhizon","","Espèce","Schimp.","Accepté","","2014-12-02",,,,,,"taiga ragged moss","buissonnette crispée","Québec, Labrador",3.3
322,322,322,"Brachythecium falcatum","Brachythecium falcatum (Grout) H.A. Crum",,,,"|Musci|||Brachyteciaceae|Brachythecium|falcatum|",,"Musci",,,"Brachyteciaceae","Brachythecium","falcatum","","Espèce","(Grout) H.A. Crum","Accepté","","2014-12-02",,,,,,"falcate ragged moss","buissonnette des arbres","Québec, Labrador",3.3
323,323,323,"Brachythecium glaciale","Brachythecium glaciale Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|glaciale|",,"Musci",,,"Brachyteciaceae","Brachythecium","glaciale","","Espèce","Schimp.","Accepté","","2014-12-02",,,,,,"snow feather moss","buissonnette des neiges","Québec, Labrador",3.3
324,324,324,"Brachythecium laetum","Brachythecium laetum (Brid.) Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|laetum|",,"Musci",,,"Brachyteciaceae","Brachythecium","laetum","","Espèce","(Brid.) Schimp.","Accepté","","2014-12-02",,,,,,"bright ragged moss","buissonnette ubiquiste","Québec, Labrador",3.3
326,326,326,"Brachythecium latifolium","Brachythecium latifolium Kindb.",,,,"|Musci|||Brachyteciaceae|Brachythecium|latifolium|",,"Musci",,,"Brachyteciaceae","Brachythecium","latifolium","","Espèce","Kindb.","Accepté","","2014-12-02",,,,,,"wide-leaved ragged moss","buissonnette à feuilles larges","Québec, Labrador",3.3
327,327,327,"Brachythecium plumosum","Brachythecium plumosum (Hedw.) Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|plumosum|",,"Musci",,,"Brachyteciaceae","Brachythecium","plumosum","","Espèce","(Hedw.) Schimp.","Accepté","","2014-12-02",,,,,,"rusty ragged moss","buissonnette plumeuse","Québec, Labrador",3.3
328,328,328,"Brachythecium populeum","Brachythecium populeum (Hedw.) Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|populeum|",,"Musci",,,"Brachyteciaceae","Brachythecium","populeum","","Espèce","(Hedw.) Schimp.","Accepté","","2014-12-02",,,,,,"matted ragged moss","buissonnette à nervure longue","Québec, Labrador",3.3
329,329,329,"Brachythecium reflexum","Brachythecium reflexum (Starke) Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|reflexum|",,"Musci",,,"Brachyteciaceae","Brachythecium","reflexum","","Espèce","(Starke) Schimp.","Accepté","","2014-12-02",,,,,,"reflexed ragged moss","buissonnette réfléchie","Québec, Labrador",3.3
330,330,330,"Brachythecium rivulare","Brachythecium rivulare Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|rivulare|",,"Musci",,,"Brachyteciaceae","Brachythecium","rivulare","","Espèce","Schimp.","Accepté","","2014-12-02",,,,,,"river ragged moss","buissonnette des rivières","Québec, Labrador",3.3
331,331,331,"Brachythecium rotaeanum","Brachythecium rotaeanum De Not.",,,,"|Musci|||Brachyteciaceae|Brachythecium|rotaeanum|",,"Musci",,,"Brachyteciaceae","Brachythecium","rotaeanum","","Espèce","De Not.","Accepté","","2014-12-02",,,,,,"glaucous green ragged moss","buissonnette méridionale","Québec, Labrador",3.3
332,332,332,"Brachythecium rutabulum","Brachythecium rutabulum (Hedw.) Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|rutabulum|",,"Musci",,,"Brachyteciaceae","Brachythecium","rutabulum","","Espèce","(Hedw.) Schimp.","Accepté","","2014-12-02",,,,,,"rough-stalked ragged moss","buissonnette commune","Québec, Labrador",3.3
333,333,333,"Brachythecium starkei","Brachythecium starkei (Brid.) Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|starkei|",,"Musci",,,"Brachyteciaceae","Brachythecium","starkei","","Espèce","(Brid.) Schimp.","Accepté","","2016-01-28",,,,,,"Starke's ragged moss","buissonnette ambiguë","Québec, Labrador",3.3
334,334,334,"Brachythecium turgidum","Brachythecium turgidum (Hartm.) Kindb.",,,,"|Musci|||Brachyteciaceae|Brachythecium|turgidum|",,"Musci",,,"Brachyteciaceae","Brachythecium","turgidum","","Espèce","(Hartm.) Kindb.","Accepté","","2014-12-02",,,,,,"thick ragged moss","buissonnette turgide","Québec, Labrador",3.3
335,335,335,"Brachythecium velutinum","Brachythecium velutinum (Hedw.) Schimp.",,,,"|Musci|||Brachyteciaceae|Brachythecium|velutinum|",,"Musci",,,"Brachyteciaceae","Brachythecium","velutinum","","Espèce","(Hedw.) Schimp.","Accepté","","2014-12-02",,,,,,"velvet ragged moss","buissonnette veloutée","Québec, Labrador",3.3
336,336,336,"Breidleria pratensis","Breidleria pratensis (Koch ex Spruce) Loeske",,,,"|Musci|||Hypnaceae|Breidleria|pratensis|",,"Musci",,,"Hypnaceae","Breidleria","pratensis","","Espèce","(Koch ex Spruce) Loeske","Accepté","","2014-12-02",,,,,,"meadow plait moss","hypne des prés","Québec, Labrador",3.3
338,338,338,"Brotherella recurvans","Brotherella recurvans (Michx.) M. Fleisch.",,,,"|Musci|||Pylaisiadelphaceae|Brotherella|recurvans|",,"Musci",,,"Pylaisiadelphaceae","Brotherella","recurvans","","Espèce","(Michx.) M. Fleisch.","Accepté","","2014-12-02",,,,,,"recurved brotherella","dorure des forêts","Québec, Labrador",3.3
339,339,339,"Bruchia flexuosa","Bruchia flexuosa (Schwägr.) Müll. Hal.",,,,"|Musci|||Bruchiaceae|Bruchia|flexuosa|",,"Musci",,,"Bruchiaceae","Bruchia","flexuosa","","Espèce","(Schwägr.) Müll. Hal.","Accepté","","2014-12-02",,,,,,"bending Bruch's moss","bruchie flexueuse","Québec, Labrador",3.3
342,342,342,"Bryoerythrophyllum recurvirostrum","Bryoerythrophyllum recurvirostrum (Hedw.) P.C. Chen",,,,"|Musci|||Pottiaceae|Bryoerythrophyllum|recurvirostrum|",,"Musci",,,"Pottiaceae","Bryoerythrophyllum","recurvirostrum","","Espèce","(Hedw.) P.C. Chen","Accepté","","2014-12-02",,,,,,"red beard moss","pixie rouge","Québec, Labrador",3.3
343,343,343,"Bryum algovicum","Bryum algovicum Sendtn. ex Müll. Hal.",,,,"|Musci|||Bryaceae|Bryum|algovicum|",,"Musci",,,"Bryaceae","Bryum","algovicum","","Espèce","Sendtn. ex Müll. Hal.","Accepté","","2014-12-02",,,,,,"drooping bryum","bryum réticulé","Québec, Labrador",3.3
