"id","taxonID","acceptedNameUsageID","scientificName","acceptedNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","taxonomicStatus","taxonRemarks","modified","language","license","rightsHolder","accessRights","datasetName","vernaculaNameEN","vernaculaNameFR","localities","Bryoquel_version"
345,345,345,"Bryum archangelicum","Bryum archangelicum Bruch & Schimp.",,,,"|Musci|||Bryaceae|Bryum|archangelicum|",,"Musci",,,"Bryaceae","Bryum","archangelicum","","Espèce","Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"black-spored bryum","bryum archange","Québec, Labrador",3.3
349,349,349,"Bryum arcticum","Bryum arcticum (R. Br.) Bruch & Schimp.",,,,"|Musci|||Bryaceae|Bryum|arcticum|",,"Musci",,,"Bryaceae","Bryum","arcticum","","Espèce","(R. Br.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"arctic bryum","bryum arctique","Québec, Labrador",3.3
351,351,351,"Bryum argenteum","Bryum argenteum Hedw.",,,,"|Musci|||Bryaceae|Bryum|argenteum|",,"Musci",,,"Bryaceae","Bryum","argenteum","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"silvery bryum","bryum argenté","Québec, Labrador",3.3
352,352,352,"Bryum bimum","Bryum bimum (Schreb.) Turner",,,,"|Musci|||Bryaceae|Bryum|bimum|",,"Musci",,,"Bryaceae","Bryum","bimum","","Espèce","(Schreb.) Turner","Accepté","","2014-12-02",,,,,,"bimous marsh bryum","bryum brunâtre","Québec, Labrador",3.3
354,354,354,"Bryum blindii","Bryum blindii Bruch & Schimp.",,,,"|Musci|||Bryaceae|Bryum|blindii|",,"Musci",,,"Bryaceae","Bryum","blindii","","Espèce","Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"Blind's bryum","bryum minuscule","Québec, Labrador",3.3
355,355,355,"Bryum caespiticium","Bryum caespiticium Hedw.",,,,"|Musci|||Bryaceae|Bryum|caespiticium|",,"Musci",,,"Bryaceae","Bryum","caespiticium","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"tufted bryum","bryum cespiteux","Québec, Labrador",3.3
356,356,356,"Bryum calobryoides","Bryum calobryoides J.R. Spence",,,,"|Musci|||Bryaceae|Bryum|calobryoides|",,"Musci",,,"Bryaceae","Bryum","calobryoides","","Espèce","J.R. Spence","Accepté","","2014-12-02",,,,,,"beautiful bryum","bryum cylindrique","Québec, Labrador",3.3
357,357,357,"Bryum calophyllum","Bryum calophyllum R. Br.",,,,"|Musci|||Bryaceae|Bryum|calophyllum|",,"Musci",,,"Bryaceae","Bryum","calophyllum","","Espèce","R. Br.","Accepté","","2014-12-02",,,,,,"matted bryum","bryum carpette","Québec, Labrador",3.3
358,358,358,"Bryum capillare","Bryum capillare Hedw.",,,,"|Musci|||Bryaceae|Bryum|capillare|",,"Musci",,,"Bryaceae","Bryum","capillare","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"capillary bryum","bryum capillaire","Québec, Labrador",3.3
359,359,359,"Bryum creberrimum","Bryum creberrimum Taylor",,,,"|Musci|||Bryaceae|Bryum|creberrimum|",,"Musci",,,"Bryaceae","Bryum","creberrimum","","Espèce","Taylor","Accepté","","2014-12-02",,,,,,"tight-tufted bryum","bryum commun","Québec, Labrador",3.3
361,361,361,"Bryum cryophilum","Bryum cryophilum Mårtensson",,,,"|Musci|||Bryaceae|Bryum|cryophilum|",,"Musci",,,"Bryaceae","Bryum","cryophilum","","Espèce","Mårtensson","Accepté","","2014-12-02",,,,,,"pink-red compact bryum","bryum rouge","Québec, Labrador",3.3
362,362,362,"Bryum cyclophyllum","Bryum cyclophyllum (Schwägr.) Bruch & Schimp.",,,,"|Musci|||Bryaceae|Bryum|cyclophyllum|",,"Musci",,,"Bryaceae","Bryum","cyclophyllum","","Espèce","(Schwägr.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"round-leaved bryum","bryum à feuilles rondes","Québec, Labrador",3.3
363,363,363,"Bryum demaretianum","Bryum demaretianum Arts",,,,"|Musci|||Bryaceae|Bryum|demaretianum|",,"Musci",,,"Bryaceae","Bryum","demaretianum","","Espèce","Arts","Accepté","","2014-12-02",,,,,,"orange-tuber bryum","bryum des champs","Québec, Labrador",3.3
364,364,364,"Bryum dichotomum","Bryum dichotomum Hedw.",,,,"|Musci|||Bryaceae|Bryum|dichotomum|",,"Musci",,,"Bryaceae","Bryum","dichotomum","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"bicoloured bryum","bryum bicolore","Québec, Labrador",3.3
366,366,366,"Bryum elegans","Bryum elegans Nees",,,,"|Musci|||Bryaceae|Bryum|elegans|",,"Musci",,,"Bryaceae","Bryum","elegans","","Espèce","Nees","Accepté","","2014-12-02",,,,,,"elegant bryum","bryum élégant","Labrador, Québec",3.3
367,367,367,"Bryum gemmiferum","Bryum gemmiferum R. Wilczek & Demaret",,,,"|Musci|||Bryaceae|Bryum|gemmiferum|",,"Musci",,,"Bryaceae","Bryum","gemmiferum","","Espèce","R. Wilczek & Demaret","Accepté","","2014-12-02",,,,,,"small-bud bryum","bryum à petites gemmules","Québec, Labrador",3.3
368,368,368,"Bryum gemmiparum","Bryum gemmiparum De Not.",,,,"|Musci|||Bryaceae|Bryum|gemmiparum|",,"Musci",,,"Bryaceae","Bryum","gemmiparum","","Espèce","De Not.","Accepté","","2014-12-02",,,,,,"bud-tipped bryum","bryum gemmipare","Québec, Labrador",3.3
369,369,369,"Bryum klinggraeffii","Bryum klinggraeffii Schimp.",,,,"|Musci|||Bryaceae|Bryum|klinggraeffii|",,"Musci",,,"Bryaceae","Bryum","klinggraeffii","","Espèce","Schimp.","Accepté","","2014-12-02",,,,,,"raspberry bryum","bryum à petits tubercules","Québec, Labrador",3.3
370,370,370,"Bryum knowltonii","Bryum knowltonii Barnes",,,,"|Musci|||Bryaceae|Bryum|knowltonii|",,"Musci",,,"Bryaceae","Bryum","knowltonii","","Espèce","Barnes","Accepté","","2014-12-02",,,,,,"Knowlton's bryum","bryum nordique","Québec, Labrador",3.3
371,371,371,"Bryum laevifilum","Bryum laevifilum Syed",,,,"|Musci|||Bryaceae|Bryum|laevifilum|",,"Musci",,,"Bryaceae","Bryum","laevifilum","","Espèce","Syed","Accepté","","2014-12-02",,,,,,"Syed's bryum","bryum chevelu","Québec, Labrador",3.3
373,373,373,"Bryum longisetum var. labradorense","Bryum longisetum Blandow ex Schwägr. var. labradorense (H. Philib.) G. Roth",,,,"|Musci|||Bryaceae|Bryum|longisetum|labradorense",,"Musci",,,"Bryaceae","Bryum","longisetum","labradorense","Variété","(H. Philib.) G. Roth","Accepté","Infraspecific Epithet Authorship : (H. Philib.) G. Roth","2014-12-02",,,,,,"Labrador bryum","bryum du Labrador","Québec, Labrador",3.3
374,374,374,"Bryum longisetum var. longisetum","Bryum longisetum Blandow ex Schwägr. var. longisetum",,,,"|Musci|||Bryaceae|Bryum|longisetum|longisetum",,"Musci",,,"Bryaceae","Bryum","longisetum","longisetum","Variété","","Accepté","","2014-12-02",,,,,,"long-stalked bryum","bryum à soie longue","Québec, Labrador",3.3
375,375,375,"Bryum marratii","Bryum marratii Hook. & Wilson",,,,"|Musci|||Bryaceae|Bryum|marratii|",,"Musci",,,"Bryaceae","Bryum","marratii","","Espèce","Hook. & Wilson","Accepté","","2014-12-02",,,,,,"Baltic bryum","bryum furtif","Québec, Labrador",3.3
376,376,376,"Bryum muehlenbeckii","Bryum muehlenbeckii Bruch & Schimp.",,,,"|Musci|||Bryaceae|Bryum|muehlenbeckii|",,"Musci",,,"Bryaceae","Bryum","muehlenbeckii","","Espèce","Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"Muehlenbeck's bryum","bryum à feuilles concaves","Québec, Labrador",3.3
377,377,377,"Bryum pallens","Bryum pallens Sw.",,,,"|Musci|||Bryaceae|Bryum|pallens|",,"Musci",,,"Bryaceae","Bryum","pallens","","Espèce","Sw.","Accepté","","2014-12-02",,,,,,"pale bryum","bryum rose","Québec, Labrador",3.3
378,378,378,"Bryum pallescens","Bryum pallescens Schleich. ex Schwägr.",,,,"|Musci|||Bryaceae|Bryum|pallescens|",,"Musci",,,"Bryaceae","Bryum","pallescens","","Espèce","Schleich. ex Schwägr.","Accepté","","2014-12-02",,,,,,"tall-clustered bryum","bryum pâlissant","Québec, Labrador",3.3
379,379,379,"Bryum pseudotriquetrum","Bryum pseudotriquetrum (Hedw.) G. Gaertn., B. Mey. & Scherb.",,,,"|Musci|||Bryaceae|Bryum|pseudotriquetrum|",,"Musci",,,"Bryaceae","Bryum","pseudotriquetrum","","Espèce","(Hedw.) G. Gaertn., B. Mey. & Scherb.","Accepté","","2014-12-02",,,,,,"common green bryum","grand bryum","Québec, Labrador",3.3
380,380,380,"Bryum rubens","Bryum rubens Mitt.",,,,"|Musci|||Bryaceae|Bryum|rubens|",,"Musci",,,"Bryaceae","Bryum","rubens","","Espèce","Mitt.","Accepté","","2014-12-02",,,,,,"crimson-tuber bryum","bryum à tubercules rouges","Québec, Labrador",3.3
381,381,381,"Bryum salinum","Bryum salinum I. Hagen ex Limpr.",,,,"|Musci|||Bryaceae|Bryum|salinum|",,"Musci",,,"Bryaceae","Bryum","salinum","","Espèce","I. Hagen ex Limpr.","Accepté","","2014-12-02",,,,,,"saltmarsh bryum","bryum salin","Québec, Labrador",3.3
382,382,382,"Bryum tenuisetum","Bryum tenuisetum Limpr.",,,,"|Musci|||Bryaceae|Bryum|tenuisetum|",,"Musci",,,"Bryaceae","Bryum","tenuisetum","","Espèce","Limpr.","Accepté","","2014-12-02",,,,,,"yellow-tuber bryum","bryum à tubercules jaunes","Québec, Labrador",3.3
383,383,383,"Bryum turbinatum","Bryum turbinatum (Hedw.) Turner",,,,"|Musci|||Bryaceae|Bryum|turbinatum|",,"Musci",,,"Bryaceae","Bryum","turbinatum","","Espèce","(Hedw.) Turner","Accepté","","2014-12-02",,,,,,"topshape bryum","bryum changeant","Québec, Labrador",3.3
384,384,384,"Bryum uliginosum","Bryum uliginosum (Brid.) Bruch & Schimp.",,,,"|Musci|||Bryaceae|Bryum|uliginosum|",,"Musci",,,"Bryaceae","Bryum","uliginosum","","Espèce","(Brid.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"swamp bryum","bryum des marécages","Québec, Labrador",3.3
386,386,386,"Bryum veronense","Bryum veronense De Not.",,,,"|Musci|||Bryaceae|Bryum|veronense|",,"Musci",,,"Bryaceae","Bryum","veronense","","Espèce","De Not.","Accepté","","2014-12-02",,,,,,"river bryum","bryum vert","Québec, Labrador",3.3
387,387,387,"Bryum violaceum","Bryum violaceum Crundw. & Nyholm",,,,"|Musci|||Bryaceae|Bryum|violaceum|",,"Musci",,,"Bryaceae","Bryum","violaceum","","Espèce","Crundw. & Nyholm","Accepté","","2014-12-02",,,,,,"violet bryum","bryum violet","Québec, Labrador",3.3
388,388,388,"Bryum warneum","Bryum warneum (Röhl.) Brid.",,,,"|Musci|||Bryaceae|Bryum|warneum|",,"Musci",,,"Bryaceae","Bryum","warneum","","Espèce","(Röhl.) Brid.","Accepté","","2014-12-02",,,,,,"sea bryum","bryum marin","Québec, Labrador",3.3
389,389,389,"Bryum weigelii","Bryum weigelii Spreng.",,,,"|Musci|||Bryaceae|Bryum|weigelii|",,"Musci",,,"Bryaceae","Bryum","weigelii","","Espèce","Spreng.","Accepté","","2014-12-02",,,,,,"Weigel's bryum","bryum à feuilles décurrentes","Québec, Labrador",3.3
390,390,390,"Bryum wrightii","Bryum wrightii Sull.",,,,"|Musci|||Bryaceae|Bryum|wrightii|",,"Musci",,,"Bryaceae","Bryum","wrightii","","Espèce","Sull.","Accepté","","2014-12-02",,,,,,"Wright's bryum","bryum à capsule rouge","Québec, Labrador",3.3
391,391,391,"Buxbaumia aphylla","Buxbaumia aphylla Hedw.",,,,"|Musci|||Buxbaumiaceae|Buxbaumia|aphylla|",,"Musci",,,"Buxbaumiaceae","Buxbaumia","aphylla","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"brown shield moss","gnome discret","Québec, Labrador",3.3
392,392,392,"Callicladium haldanianum","Callicladium haldanianum (Grev.) H.A. Crum",,,,"|Musci|||Hypnaceae|Callicladium|haldanianum|",,"Musci",,,"Hypnaceae","Callicladium","haldanianum","","Espèce","(Grev.) H.A. Crum","Accepté","","2014-12-02",,,,,,"beautiful branch moss","fougerole commune","Québec, Labrador",3.3
393,393,393,"Calliergon cordifolium","Calliergon cordifolium (Hedw.) Kindb.",,,,"|Musci|||Calliergonaceae|Calliergon|cordifolium|",,"Musci",,,"Calliergonaceae","Calliergon","cordifolium","","Espèce","(Hedw.) Kindb.","Accepté","","2014-12-02",,,,,,"heart-leaved spear moss","calliergon commun","Québec, Labrador",3.3
394,394,394,"Calliergon giganteum","Calliergon giganteum (Schimp.) Kindb.",,,,"|Musci|||Calliergonaceae|Calliergon|giganteum|",,"Musci",,,"Calliergonaceae","Calliergon","giganteum","","Espèce","(Schimp.) Kindb.","Accepté","","2014-12-02",,,,,,"giant spear moss","calliergon géant","Québec, Labrador",3.3
395,395,395,"Calliergon richardsonii","Calliergon richardsonii (Mitt.) Kindb.",,,,"|Musci|||Calliergonaceae|Calliergon|richardsonii|",,"Musci",,,"Calliergonaceae","Calliergon","richardsonii","","Espèce","(Mitt.) Kindb.","Accepté","","2014-12-02",,,,,,"Richardson's spear moss","calliergon boréal","Québec, Labrador",3.3
397,397,397,"Calliergonella cuspidata","Calliergonella cuspidata (Hedw.) Loeske",,,,"|Musci|||Amblystegiaceae|Calliergonella|cuspidata|",,"Musci",,,"Amblystegiaceae","Calliergonella","cuspidata","","Espèce","(Hedw.) Loeske","Accepté","","2014-12-02",,,,,,"common large wetland moss","calliergonelle cuspidée","Québec, Labrador",3.3
399,399,399,"Campyliadelphus chrysophyllus","Campyliadelphus chrysophyllus (Brid.) Kanda",,,,"|Musci|||Amblystegiaceae|Campyliadelphus|chrysophyllus|",,"Musci",,,"Amblystegiaceae","Campyliadelphus","chrysophyllus","","Espèce","(Brid.) Kanda","Accepté","","2014-12-02",,,,,,"golden creeping moss","campylie à feuilles dorées","Québec, Labrador",3.3
401,401,401,"Campylium protensum","Campylium protensum (Brid.) Kindb.",,,,"|Musci|||Amblystegiaceae|Campylium|protensum|",,"Musci",,,"Amblystegiaceae","Campylium","protensum","","Espèce","(Brid.) Kindb.","Accepté","","2014-12-02",,,,,,"dull starry fen moss","campylie allongée","Québec, Labrador",3.3
402,402,402,"Campylium stellatum","Campylium stellatum (Hedw.) C.E.O. Jensen",,,,"|Musci|||Amblystegiaceae|Campylium|stellatum|",,"Musci",,,"Amblystegiaceae","Campylium","stellatum","","Espèce","(Hedw.) C.E.O. Jensen","Accepté","","2014-12-02",,,,,,"yellow starry fen moss","campylie étoilée","Québec, Labrador",3.3
403,403,403,"Campylophyllum halleri","Campylophyllum halleri (Hedw.) M. Fleisch.",,,,"|Musci|||Amblystegiaceae|Campylophyllum|halleri|",,"Musci",,,"Amblystegiaceae","Campylophyllum","halleri","","Espèce","(Hedw.) M. Fleisch.","Accepté","","2014-12-02",,,,,,"Haller's fine wet moss","campylie des rochers","Québec, Labrador",3.3
405,405,405,"Campylophyllum hispidulum","Campylophyllum hispidulum (Brid.) Hedenäs",,,,"|Musci|||Amblystegiaceae|Campylophyllum|hispidulum|",,"Musci",,,"Amblystegiaceae","Campylophyllum","hispidulum","","Espèce","(Brid.) Hedenäs","Accepté","","2014-12-02",,,,,,"common fine wet moss","campylie hispide","Québec, Labrador",3.3
407,407,407,"Campylophyllum sommerfeltii","Campylophyllum sommerfeltii (Myrin) Hedenäs",,,,"|Musci|||Amblystegiaceae|Campylophyllum|sommerfeltii|",,"Musci",,,"Amblystegiaceae","Campylophyllum","sommerfeltii","","Espèce","(Myrin) Hedenäs","Accepté","","2014-12-02",,,,,,"Sommerfelt's fine wet moss","campylie ambiguë","Québec, Labrador",3.3
409,409,409,"Campylopus schimperi","Campylopus schimperi J. Milde",,,,"|Musci|||Dicranaceae|Campylopus|schimperi|",,"Musci",,,"Dicranaceae","Campylopus","schimperi","","Espèce","J. Milde","Accepté","","2014-12-02",,,,,,"Schimper's swan-neck moss","torpied arctique","Québec, Labrador",3.3
410,410,410,"Campylostelium saxicola","Campylostelium saxicola (F. Weber & D. Mohr) Bruch & Schimp.",,,,"|Musci|||Ptychomitriaceae|Campylostelium|saxicola|",,"Musci",,,"Ptychomitriaceae","Campylostelium","saxicola","","Espèce","(F. Weber & D. Mohr) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"sandstone swan-neck moss","servan des rochers","Québec, Labrador",3.3
411,411,411,"Catoscopium nigritum","Catoscopium nigritum (Hedw.) Brid.",,,,"|Musci|||Catoscopiaceae|Catoscopium|nigritum|",,"Musci",,,"Catoscopiaceae","Catoscopium","nigritum","","Espèce","(Hedw.) Brid.","Accepté","","2014-12-02",,,,,,"black golf club moss","noiraude bâton-de-golf","Québec, Labrador",3.3
412,412,412,"Ceratodon heterophyllus","Ceratodon heterophyllus Kindb.",,,,"|Musci|||Ditrichaceae|Ceratodon|heterophyllus|",,"Musci",,,"Ditrichaceae","Ceratodon","heterophyllus","","Espèce","Kindb.","Accepté","","2014-12-02",,,,,,"round-leaved ceratodon moss","cératodon varié","Québec, Labrador",3.3
413,413,413,"Ceratodon purpureus","Ceratodon purpureus (Hedw.) Brid.",,,,"|Musci|||Ditrichaceae|Ceratodon|purpureus|",,"Musci",,,"Ditrichaceae","Ceratodon","purpureus","","Espèce","(Hedw.) Brid.","Accepté","","2014-12-02",,,,,,"fire moss","cératodon pourpre","Québec, Labrador",3.3
414,414,414,"Cinclidium latifolium","Cinclidium latifolium Lindb.",,,,"|Musci|||Mniaceae|Cinclidium|latifolium|",,"Musci",,,"Mniaceae","Cinclidium","latifolium","","Espèce","Lindb.","Accepté","","2014-12-02",,,,,,"wide-leaved cinclidium moss","mnie à feuilles larges","Québec, Labrador",3.3
415,415,415,"Cinclidium stygium","Cinclidium stygium Sw.",,,,"|Musci|||Mniaceae|Cinclidium|stygium|",,"Musci",,,"Mniaceae","Cinclidium","stygium","","Espèce","Sw.","Accepté","","2014-12-02",,,,,,"sooty cupola moss","mnie apiculée","Québec, Labrador",3.3
416,416,416,"Cinclidium subrotundum","Cinclidium subrotundum Lindb.",,,,"|Musci|||Mniaceae|Cinclidium|subrotundum|",,"Musci",,,"Mniaceae","Cinclidium","subrotundum","","Espèce","Lindb.","Accepté","","2014-12-02",,,,,,"ovate cupola moss","mnie à feuilles rondes","Québec, Labrador",3.3
417,417,417,"Cirriphyllum piliferum","Cirriphyllum piliferum (Hedw.) Grout",,,,"|Musci|||Brachyteciaceae|Cirriphyllum|piliferum|",,"Musci",,,"Brachyteciaceae","Cirriphyllum","piliferum","","Espèce","(Hedw.) Grout","Accepté","","2014-12-02",,,,,,"hair-pointed moss","buissonnette porte-poil","Québec, Labrador",3.3
418,418,418,"Climacium americanum","Climacium americanum Brid.",,,,"|Musci|||Climaciaceae|Climacium|americanum|",,"Musci",,,"Climaciaceae","Climacium","americanum","","Espèce","Brid.","Accepté","","2014-12-02",,,,,,"American tree moss","climacie méridionale","Québec, Labrador",3.3
419,419,419,"Climacium dendroides","Climacium dendroides (Hedw.) F. Weber & D. Mohr",,,,"|Musci|||Climaciaceae|Climacium|dendroides|",,"Musci",,,"Climaciaceae","Climacium","dendroides","","Espèce","(Hedw.) F. Weber & D. Mohr","Accepté","","2014-12-02",,,,,,"northern tree moss","climacie arbustive","Québec, Labrador",3.3
420,420,420,"Conardia compacta","Conardia compacta (Hook.) H. Rob.",,,,"|Musci|||Amblystegiaceae|Conardia|compacta|",,"Musci",,,"Amblystegiaceae","Conardia","compacta","","Espèce","(Hook.) H. Rob.","Accepté","","2014-12-02",,,,,,"coast creeping moss","amblystégie prolifère","Québec, Labrador",3.3
421,421,421,"Conostomum tetragonum","Conostomum tetragonum (Hedw.) Lindb.",,,,"|Musci|||Bartramiaceae|Conostomum|tetragonum|",,"Musci",,,"Bartramiaceae","Conostomum","tetragonum","","Espèce","(Hedw.) Lindb.","Accepté","","2014-12-02",,,,,,"helmet moss","quinte boréale","Québec, Labrador",3.3
422,422,422,"Coscinodon cribrosus","Coscinodon cribrosus (Hedw.) Spruce",,,,"|Musci|||Grimmiaceae|Coscinodon|cribrosus|",,"Musci",,,"Grimmiaceae","Coscinodon","cribrosus","","Espèce","(Hedw.) Spruce","Accepté","","2014-12-02",,,,,,"sieve-tooth moss","grimmie criblée","Québec, Labrador",3.3
423,423,423,"Cratoneuron filicinum","Cratoneuron filicinum (Hedw.) Spruce",,,,"|Musci|||Amblystegiaceae|Cratoneuron|filicinum|",,"Musci",,,"Amblystegiaceae","Cratoneuron","filicinum","","Espèce","(Hedw.) Spruce","Accepté","","2014-12-02",,,,,,"fern-leaved hook moss","cratoneuron crochet","Québec, Labrador",3.3
424,424,424,"Ctenidium subrectifolium","Ctenidium subrectifolium (Brid.) G. Pedano ex W.R. Buck & B.H. Allen",,,,"|Musci|||Hypnaceae|Ctenidium|subrectifolium|",,"Musci",,,"Hypnaceae","Ctenidium","subrectifolium","","Espèce","(Brid.) G. Pedano ex W.R. Buck & B.H. Allen","Accepté","","2014-12-02",,,,,,"chalk comb moss","hypne papilleuse","Québec, Labrador",3.3
427,427,427,"Cynodontium glaucescens","Cynodontium glaucescens (Lindb. & Arnell) Paris",,,,"|Musci|||Dicranaceae|Cynodontium|glaucescens|",,"Musci",,,"Dicranaceae","Cynodontium","glaucescens","","Espèce","(Lindb. & Arnell) Paris","Accepté","","2014-12-02",,,,,,"glaucous dogtooth moss","cynodonte glauque","Québec, Labrador",3.3
428,428,428,"Cynodontium polycarpum","Cynodontium polycarpum (Hedw.) Schimp.",,,,"|Musci|||Dicranaceae|Cynodontium|polycarpum|",,"Musci",,,"Dicranaceae","Cynodontium","polycarpum","","Espèce","(Hedw.) Schimp.","Accepté","","2014-12-02",,,,,,"many-fruited dogtooth moss","cynodonte dressé","Québec, Labrador",3.3
429,429,429,"Cynodontium schisti","Cynodontium schisti (F. Weber & D. Mohr) Lindb.",,,,"|Musci|||Dicranaceae|Cynodontium|schisti|",,"Musci",,,"Dicranaceae","Cynodontium","schisti","","Espèce","(F. Weber & D. Mohr) Lindb.","Accepté","","2014-12-02",,,,,,"hairy dogtooth moss","cynodonte arctique","Québec, Labrador",3.3
430,430,430,"Cynodontium strumiferum","Cynodontium strumiferum (Hedw.) Lindb.",,,,"|Musci|||Dicranaceae|Cynodontium|strumiferum|",,"Musci",,,"Dicranaceae","Cynodontium","strumiferum","","Espèce","(Hedw.) Lindb.","Accepté","","2014-12-02",,,,,,"swollen dogtooth moss","cynodonte pomme-d'Adam","Québec, Labrador",3.3
431,431,431,"Cynodontium strumulosum","Cynodontium strumulosum Müll. Hal. & Kindb.",,,,"|Musci|||Dicranaceae|Cynodontium|strumulosum|",,"Musci",,,"Dicranaceae","Cynodontium","strumulosum","","Espèce","Müll. Hal. & Kindb.","Accepté","","2014-12-02",,,,,,"strumose dogtooth moss","cynodonte discret","Québec, Labrador",3.3
