id	taxonID	acceptedNameUsageID	scientificName	acceptedNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	taxonRemarks	modified	language	license	rightsHolder	accessRights	datasetName
1003	1003	1003	Tortula systylia	Tortula systylia (Schimp.) Lindb.				|Musci|||Pottiaceae|Tortula|systylia|		Musci			Pottiaceae	Tortula	systylia		Espèce	(Schimp.) Lindb.	Accepté		2014-12-02					
1005	1005	1005	Tortula truncata	Tortula truncata (Hedw.) Mitt.				|Musci|||Pottiaceae|Tortula|truncata|		Musci			Pottiaceae	Tortula	truncata		Espèce	(Hedw.) Mitt.	Accepté		2014-12-02					
1007	1007	1007	Trematodon ambiguus	Trematodon ambiguus (Hedw.) Hornsch.				|Musci|||Bruchiaceae|Trematodon|ambiguus|		Musci			Bruchiaceae	Trematodon	ambiguus		Espèce	(Hedw.) Hornsch.	Accepté		2014-12-02					
1008	1008	1008	Trichodon cylindricus	Trichodon cylindricus (Hedw.) Schimp.				|Musci|||Ditrichaceae|Trichodon|cylindricus|		Musci			Ditrichaceae	Trichodon	cylindricus		Espèce	(Hedw.) Schimp.	Accepté		2014-12-02					
1009	1009	1009	Trichostomum arcticum	Trichostomum arcticum Kaal.				|Musci|||Pottiaceae|Trichostomum|arcticum|		Musci			Pottiaceae	Trichostomum	arcticum		Espèce	Kaal.	Accepté		2014-12-02					
1010	1010	1010	Trichostomum tenuirostre	Trichostomum tenuirostre (Hook. & Taylor) Lindb.				|Musci|||Pottiaceae|Trichostomum|tenuirostre|		Musci			Pottiaceae	Trichostomum	tenuirostre		Espèce	(Hook. & Taylor) Lindb.	Accepté		2014-12-02					
1011	1011	1011	Ulota coarctata	Ulota coarctata (P. Beauv.) Hammar				|Musci|||Orthotrichaceae|Ulota|coarctata|		Musci			Orthotrichaceae	Ulota	coarctata		Espèce	(P. Beauv.) Hammar	Accepté		2014-12-02					
1012	1012	1012	Ulota crispa	Ulota crispa (Hedw.) Brid.				|Musci|||Orthotrichaceae|Ulota|crispa|		Musci			Orthotrichaceae	Ulota	crispa		Espèce	(Hedw.) Brid.	Accepté		2014-12-02					
1013	1013	1013	Ulota curvifolia	Ulota curvifolia (Wahlenb.) Lilj.				|Musci|||Orthotrichaceae|Ulota|curvifolia|		Musci			Orthotrichaceae	Ulota	curvifolia		Espèce	(Wahlenb.) Lilj.	Accepté		2014-12-02					
1014	1014	1014	Ulota drummondii	Ulota drummondii (Hook. & Grev.) Brid.				|Musci|||Orthotrichaceae|Ulota|drummondii|		Musci			Orthotrichaceae	Ulota	drummondii		Espèce	(Hook. & Grev.) Brid.	Accepté		2014-12-02					
1015	1015	1015	Ulota hutchinsiae	Ulota hutchinsiae (Sm.) Hammar				|Musci|||Orthotrichaceae|Ulota|hutchinsiae|		Musci			Orthotrichaceae	Ulota	hutchinsiae		Espèce	(Sm.) Hammar	Accepté		2014-12-02					
1016	1016	1016	Ulota phyllantha	Ulota phyllantha Brid.				|Musci|||Orthotrichaceae|Ulota|phyllantha|		Musci			Orthotrichaceae	Ulota	phyllantha		Espèce	Brid.	Accepté		2014-12-02					
1017	1017	1017	Warnstorfia fluitans	Warnstorfia fluitans (Hedw.) Loeske				|Musci|||Calliergonaceae|Warnstorfia|fluitans|		Musci			Calliergonaceae	Warnstorfia	fluitans		Espèce	(Hedw.) Loeske	Accepté		2014-12-02					
1019	1019	1019	Warnstorfia pseudostraminea	Warnstorfia pseudostraminea (Müll. Hal.) Tuom. & T.J. Kop.				|Musci|||Calliergonaceae|Warnstorfia|pseudostraminea|		Musci			Calliergonaceae	Warnstorfia	pseudostraminea		Espèce	(Müll. Hal.) Tuom. & T.J. Kop.	Accepté		2014-12-02					
1021	1021	1021	Weissia controversa	Weissia controversa Hedw.				|Musci|||Pottiaceae|Weissia|controversa|		Musci			Pottiaceae	Weissia	controversa		Espèce	Hedw.	Accepté		2014-12-02					
1022	1022	1022	Weissia muhlenbergiana	Weissia muhlenbergiana (Sw.) W.D. Reese & B.A.E. Lemmon				|Musci|||Pottiaceae|Weissia|muhlenbergiana|		Musci			Pottiaceae	Weissia	muhlenbergiana		Espèce	(Sw.) W.D. Reese & B.A.E. Lemmon	Accepté		2014-12-02					
1024	1024	1024	Weissia phascopsis	Weissia phascopsis R.H. Zander				|Musci|||Pottiaceae|Weissia|phascopsis|		Musci			Pottiaceae	Weissia	phascopsis		Espèce	R.H. Zander	Accepté		2014-12-02					
1026	1026	1026	Zygodon rupestris	Zygodon rupestris Schimp. ex Lorentz				|Musci|||Orthotrichaceae|Zygodon|rupestris|		Musci			Orthotrichaceae	Zygodon	rupestris		Espèce	Schimp. ex Lorentz	Accepté		2014-12-02					
1028	1028	1028	Zygodon viridissimus	Zygodon viridissimus (Dicks.) Brid.				|Musci|||Orthotrichaceae|Zygodon|viridissimus|		Musci			Orthotrichaceae	Zygodon	viridissimus		Espèce	(Dicks.) Brid.	Accepté		2014-12-02					
1029	1029	1029	Sphagnum molle	Sphagnum molle Sull.				|Musci|||Sphagnaceae|Sphagnum|molle|		Musci			Sphagnaceae	Sphagnum	molle		Espèce	Sull.	Accepté		2014-12-02					
1030	1030	1030	Buxbaumia piperi	Buxbaumia piperi Best				|Musci|||Buxbaumiaceae|Buxbaumia|piperi|		Musci			Buxbaumiaceae	Buxbaumia	piperi		Espèce	Best	Accepté		2014-12-02					
1031	1031	59	Cephaloziella arctogena	Cephaloziella rubella (Nees) Warnst. var. rubella														(R.M. Schust.) Konstant.	Synonyme		2014-12-03					
1034	1034	1	Aspiromitus punctatus subsp. agrestis	Anthoceros agrestis Paton														(Paton) R.M. Schust.	Synonyme	Infraspecific Epithet Authorship : Hepaticae	2014-12-02					
1035	1035	1	Anthoceros punctatus	Anthoceros agrestis Paton														auct.	Synonyme	Infraspecific Epithet Authorship : Hepaticae	2014-12-03					
1036	1036	2	Aspiromitus macounii	Anthoceros macounii M. Howe														(M. Howe) R.M.Schust.	Synonyme		2014-12-03					
1037	1037	4	Anthoceros laevis	Phaeoceros laevis (L.) Prosk. subsp. carolinianus (Michx.) Prosk.														(L.) Prosk.	Synonyme	Infraspecific Epithet Authorship : (Michx.) Prosk.	2014-12-03					
1038	1038	4	Phaeoceros carolinianus	Phaeoceros laevis (L.) Prosk. subsp. carolinianus (Michx.) Prosk.														(Michx.) Prosk.	Synonyme	Infraspecific Epithet Authorship : (Michx.) Prosk.	2014-12-03					
1039	1039	8	Lophozia cavifolia	Orthocaulis cavifolius H. Buch & S.W. Arnell														(H. Buch. & S.W. Arnell) R.M. Schust.	Synonyme		2014-12-03					
1040	1040	8	Barbilophozia cavifolia	Orthocaulis cavifolius H. Buch & S.W. Arnell														(H. Buch & S.W. Arnell) Stotler & Crand.-Stot.	Synonyme		2014-12-03					
1041	1041	11	Isopaches hellerianus	Sphenolobus hellerianus (Nees ex Lindenb.) Steph.														(Nees ex Lindenb.) H. Buch	Synonyme		2014-12-03					
1042	1042	11	Sphenolobus hellerianus	Sphenolobus hellerianus (Nees ex Lindenb.) Steph.				|Hepaticae|||Anastrophyllacea|Sphenolobus|hellerianus|		Hepaticae			Anastrophyllacea	Sphenolobus	hellerianus		Espèce	(Nees ex Lindenb.) Steph.	Accepté	However, it is clear that the genus Sphenolobus (Lindberg 1874: 369) Berggren (1898: 22), in the past synonymized underAnastrophyllum, should be reinstated as a well-supported genus.	2014-12-16					
1043	1043	13	Anastrophyllum minutum f. cuspidata	Sphenolobus minutus (Schreb.) Berggr.														(Kaal.) R.M. Schust.	Synonyme		2014-12-02					
1044	1044	13	Anastrophyllum minutum var. grande	Sphenolobus minutus (Schreb.) Berggr.														(Gottsche ex Lindb.) R.M. Schust	Synonyme		2014-12-02					
1045	1045	13	Anastrophyllum minutum var. weberi	Sphenolobus minutus (Schreb.) Berggr.														(Mart.) Kartt.	Synonyme		2014-12-02					
1046	1046	13	Sphenolobus minutus	Sphenolobus minutus (Schreb.) Berggr.				|Hepaticae|||Anastrophyllacea|Sphenolobus|minutus|		Hepaticae			Anastrophyllacea	Sphenolobus	minutus		Espèce	(Schreb.) Berggr.	Accepté		2014-12-16					
1047	1047	14	Sphenolobus saxicola	Sphenolobus saxicola (Schrad.) Steph.				|Hepaticae|||Anastrophyllacea|Sphenolobus|saxicola|		Hepaticae			Anastrophyllacea	Sphenolobus	saxicola		Espèce	(Schrad.) Steph.	Accepté		2014-12-16					
1048	1048	17	Riccardia pinguis	Aneura pinguis (L.) Dumort.														(L.) Gray	Synonyme		2014-12-03					
1049	1049	20	Marsupella revoluta	Apomarsupella revoluta (Nees) R.M. Schust.														(Nees) Dumort.	Synonyme		2014-12-03					
1050	1050	23	Asterella ludwigii	Asterella gracilis (F. Weber) Underw.														auct. pl., non (Schwaegr.) Underw.	Synonyme		2014-12-03					
1051	1051	24	Fimbriaria tenella	Asterella tenella (L.) P. Beauv.														Nees	Synonyme		2014-12-03					
1052	1052	25	Lophozia atlantica	Orthocaulis atlanticus (Kaal.) Müll. Frib.														(Kaal.) Müll.Frib.	Synonyme		2014-12-03					
1053	1053	25	Orthocaulis atlanticus	Orthocaulis atlanticus (Kaal.) Müll. Frib.				|Hepaticae|||Lophoziaceae|Orthocaulis|atlanticus|		Hepaticae			Lophoziaceae	Orthocaulis	atlanticus		Espèce	(Kaal.) Müll. Frib.	Accepté		2014-12-16					
1054	1054	26	Lophozia attenuata	Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo, Hedd. & Mart.														(Mart.) Dumort.	Synonyme		2015-01-10					
1055	1055	26	Orthocaulis gracilis	Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo, Hedd. & Mart.														(Schleich. ex Steph.) H. Buch.	Synonyme		2015-01-10					
1056	1056	26	Orthocaulis attenuatus	Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo, Hedd. & Mart.														(Mart.) A. Evans	Synonyme		2015-01-10					
1057	1057	27	Lophozia barbata	Barbilophozia barbata (Schreb.) Loeske														(Schreb.) Dumort.	Synonyme		2014-12-03					
1058	1058	27	Jungermannia barbata	Barbilophozia barbata (Schreb.) Loeske														Schreb.	Synonyme		2014-12-17					
1059	1059	28	Lophozia binsteadii	Neoorthocaulis binsteadii (Kaal.) L. Söderstr., De Roo & Hedd.														(Kaal.) A. Evans	Synonyme		2014-12-03					
1060	1060	28	Orthocaulis binsteadii	Neoorthocaulis binsteadii (Kaal.) L. Söderstr., De Roo & Hedd.														(Kaal.) H. Buch	Synonyme		2014-12-03					
1061	1061	29	Orthocaulis floerkei	Neoorthocaulis floerkei (F. Weber & D. Mohr) L. Söderstr., De Roo & Hedd.														(F. Weber & D. Mohr) H. Buch.	Synonyme		2014-12-03					
1062	1062	29	Lophozia floerkei	Neoorthocaulis floerkei (F. Weber & D. Mohr) L. Söderstr., De Roo & Hedd.														(F. Weber & D. Mohr) Schiffn.	Synonyme		2014-12-03					
1063	1063	30	Lophozia hatcheri	Barbilophozia hatcheri (A. Evans) Loeske														(A. Evans.) Steph.	Synonyme		2014-12-03					
1064	1064	31	Lophozia kunzeana	Schljakovia kunzeana (Huebener) Konstant. & Vilnet														(Huebener) A.Evans	Synonyme		2014-12-03					
1065	1065	31	Orthocaulis kunzeanus	Schljakovia kunzeana (Huebener) Konstant. & Vilnet														(Huebener) H. Buch.	Synonyme		2014-12-03					
1066	1066	32	Lophozia lycopodioides	Barbilophozia lycopodioides (Wallr.) Loeske														(Wallr.) Cogn.	Synonyme		2014-12-03					
1067	1067	32	Jungermannia lycopodioides	Barbilophozia lycopodioides (Wallr.) Loeske														Wallr.	Synonyme		2014-12-03					
1068	1068	33	Lophozia quadriloba	Schljakovianthus quadriloba (Lindb.) Konstant. & Vilnet														A. Evans (Lindb.)	Synonyme		2014-12-03					
1069	1069	33	Orthocaulis quadrilobus	Schljakovianthus quadriloba (Lindb.) Konstant. & Vilnet														(Lindb.) H. Buch.	Synonyme		2014-12-03					
1070	1070	46	Cephalozia bicuspidata var. arctica	Cephalozia ambigua C. Massal.														Bryhn & Kaal.	Synonyme		2014-12-02					
1071	1071	46	Cephalozia bicuspidata subsp. ambigua	Cephalozia ambigua C. Massal.														(C. Massal.) R.M. Schust.	Synonyme		2014-12-02					
1072	1072	47	Cephalozia bicuspidata subsp. lammersiana	Cephalozia bicuspidata (L.) Dumort.														(Huebener) R.M. Schust.	Synonyme		2014-12-02					
1073	1073	52	Cephalozia media	Cephalozia lunulifolia (Dumort.) Dumort.														Lindb	Synonyme		2014-12-03					
1074	1074	52	Cephalozia affinis	Cephalozia lunulifolia (Dumort.) Dumort.														Lindb. ex Steph.	Synonyme		2014-12-03					
1075	1075	52	Cephalozia multiflora	Cephalozia lunulifolia (Dumort.) Dumort.														Spruce	Synonyme		2014-12-03					
1076	1076	55	Cephaloziella starkei	Cephaloziella divaricata (Sm.) Schiffn.														(Funk) Schiffn.	Synonyme		2014-12-03					
1077	1077	55	Cephalozia divaricata	Cephaloziella divaricata (Sm.) Schiffn.														(Sm.)  Dumort.	Synonyme		2014-12-03					
1078	1078	55	Cephaloziella byssacea	Cephaloziella divaricata (Sm.) Schiffn.														(Roth)  Warnst.	Synonyme		2014-12-03					
1079	1079	59	Cephaloziella elegans	Cephaloziella rubella (Nees) Warnst. var. rubella														(Heeg) Schiffn.	Synonyme		2014-12-03					
1080	1080	59	Cephaloziella rubella var. elegans	Cephaloziella rubella (Nees) Warnst. var. rubella														(Heeg) R.M. Schust.	Synonyme		2014-12-02					
1081	1081	59	Cephaloziella rubella var. bifida	Cephaloziella rubella (Nees) Warnst. var. rubella														(Schreb. & Schmid.) Douin	Synonyme		2014-12-02					
1082	1082	61	Cephaloziella spinosa	Cephaloziella spinigera (Lindb.) Jörg.														Douin	Synonyme		2014-12-03					
1083	1083	61	Cephaloziella subdentata	Cephaloziella spinigera (Lindb.) Jörg.														Warnst.	Synonyme		2014-12-03					
1084	1084	64	Lophocolea bidentata var. cuspidata	Chiloscyphus coadunatus (Sw.) R.M. Schust. & J.J. Engel var. rivularis (Raddi) Frisvoll, Elvebakk, Flatberg & Okland														Nees	Synonyme	Infraspecific Epithet Authorship : (Raddi) Frisvoll, Elvebakk, Flatberg & Okland	2014-12-02					
1085	1085	64	Lophocolea bidentata var. latifolia	Chiloscyphus coadunatus (Sw.) R.M. Schust. & J.J. Engel var. rivularis (Raddi) Frisvoll, Elvebakk, Flatberg & Okland														(Nees) Rabenh.	Synonyme	Infraspecific Epithet Authorship : (Raddi) Frisvoll, Elvebakk, Flatberg & Okland	2014-12-02					
1086	1086	64	Lophocolea bidentata var. rivularis	Chiloscyphus coadunatus (Sw.) R.M. Schust. & J.J. Engel var. rivularis (Raddi) Frisvoll, Elvebakk, Flatberg & Okland														(Raddi.) Warnst.	Synonyme	Infraspecific Epithet Authorship : (Raddi) Frisvoll, Elvebakk, Flatberg & Okland	2014-12-03					
1087	1087	64	Lophocolea bidentata	Chiloscyphus coadunatus (Sw.) R.M. Schust. & J.J. Engel var. rivularis (Raddi) Frisvoll, Elvebakk, Flatberg & Okland														(L.) Dumort.	Synonyme	Infraspecific Epithet Authorship : (Raddi) Frisvoll, Elvebakk, Flatberg & Okland	2014-12-03					
1088	1088	64	Lophocolea cuspidata	Chiloscyphus coadunatus (Sw.) R.M. Schust. & J.J. Engel var. rivularis (Raddi) Frisvoll, Elvebakk, Flatberg & Okland														(Nees.) Limpr.	Synonyme	Infraspecific Epithet Authorship : (Raddi) Frisvoll, Elvebakk, Flatberg & Okland	2014-12-03					
1089	1089	64	Chiloscyphus cuspidatus	Chiloscyphus coadunatus (Sw.) R.M. Schust. & J.J. Engel var. rivularis (Raddi) Frisvoll, Elvebakk, Flatberg & Okland														(Nees) J.J. Engel & R.M. Schust.	Synonyme	Infraspecific Epithet Authorship : (Raddi) Frisvoll, Elvebakk, Flatberg & Okland	2014-12-03					
1090	1090	64	Chiloscyphus latifolius	Chiloscyphus coadunatus (Sw.) R.M. Schust. & J.J. Engel var. rivularis (Raddi) Frisvoll, Elvebakk, Flatberg & Okland														(Nees) J.J. Engel & R.M. Schust.	Synonyme	Infraspecific Epithet Authorship : (Raddi) Frisvoll, Elvebakk, Flatberg & Okland	2014-12-03					
1091	1091	66	Lophocolea minor	Chiloscyphus minor (Nees) J.J. Engel & R.M. Schust.														Nees	Synonyme		2014-12-03					
1092	1092	72	Lophocolea heterophylla	Chiloscyphus profundus (Nees) J.J. Engel & R.M. Schust.														(Schrad.) Dumort.	Synonyme		2014-12-03					
1093	1093	74	Cephalozia fluitans	Odontoschisma fluitans (Nees) L. Söderstr. & Vá a														Spr.	Synonyme		2014-12-03					
1094	1094	76	Athalamia hyalina	Clevea hyalina (Sommerf.) Lindb.														(Sommerf.) S. Hatt.	Synonyme		2014-12-03					
1095	1095	83	Diplophyllum apiculatum var. obtusatum	Diplophyllum obtusatum (R.M. Schust.) R.M. Schust.														R.M. Schust.	Synonyme		2014-12-02					
1096	1096	85	Metacalypogeia schusterana	Eocalypogeia schusterana (S. Hatt. & Mizut.) R.M. Schust.														S. Hatt. & Mizut.	Synonyme		2014-12-03					
1097	1097	87	Anomomarsupella cephaloziellioides	Eremonotus myriocarpus (Carrington) Pearson														R.M. Schust.	Synonyme		2014-12-03					
1098	1098	91	Frullania tamarisci subsp. asagrayana	Frullania asagrayana Mont.														(Mont.) Hatt.	Synonyme		2014-12-02					
1099	1099	100	Gymnocolea acutiloba	Gymnocolea inflata (Huds.) Dumort. subsp. acutiloba (Schiffn.) R.M. Schust. & Damsh. ex L. Söderstr. & Vá a														(Schiffner) K. Müll.	Synonyme	Infraspecific Epithet Authorship : (Schiffn.) R.M. Schust. & Damsh. ex L. Söderstr. & Vá a	2014-12-03					
1100	1100	102	Lophozia inflata	Gymnocolea inflata (Huds.) Dumort. subsp. inflata														(Huds.) M. Howe	Synonyme		2014-12-03					
1101	1101	102	Jungermannia inflata	Gymnocolea inflata (Huds.) Dumort. subsp. inflata														Huds.	Synonyme		2014-12-03					
1102	1102	103	Marsupella apiculata	Gymnomitrion apiculatum (Schiffn.) Müll. Frib.														Schiffn	Synonyme		2014-12-03					
1103	1103		Jamesoniella autumnalis var. heterostipa	Syzygiella autumnalis (DC.) K. Feldberg, Vá a, Hentschel & J. Heinrichs														(Evans) Frye & L. Clark	Synonyme		2014-12-02					
1104	1104	113	Jungermannia tristis	Jungermannia atrovirens Dumort.														Nees	Synonyme		2014-12-03					
1105	1105	114	Solenostoma caespiticium	Jungermannia caespiticia Lindenb.														(Lindb.) Steph.	Synonyme		2014-12-03					
1106	1106	115	Solenostoma pusillum var. vinaceum	Jungermannia confertissima Nees														R.M. Schust.	Synonyme		2014-12-02					
1107	1107	116	Solenostoma crenuliforme	Jungermannia crenuliformis Austin														Steph.	Synonyme		2014-12-03					
1108	1108	116	Plectocolea crenuliformis	Jungermannia crenuliformis Austin														Mitt.	Synonyme		2014-12-03					
1109	1109	117	Solenostoma cordifolium	Jungermannia exsertifolia Stephani subsp. cordifolia (Dumort.) Vá a														(Dumort.) Steph.	Synonyme	Infraspecific Epithet Authorship : (Dumort.) Vá a	2014-12-03					
1110	1110	117	Jungermannia cordifolia	Jungermannia exsertifolia Stephani subsp. cordifolia (Dumort.) Vá a														Hook.	Synonyme	Infraspecific Epithet Authorship : (Dumort.) Vá a	2014-12-03					
1111	1111	118	Plectocolea crenulata	Jungermannia gracillima Sm.														(Smith) Evans	Synonyme		2014-12-03					
1112	1112	118	Solenostoma crenulata	Jungermannia gracillima Sm.														Mitt.	Synonyme		2014-12-03					
1113	1113	118	Solenostoma gracillimum	Jungermannia gracillima Sm.														R.M. Schust.	Synonyme		2014-12-03					
1114	1114	119	Plectocolea hyalina	Jungermannia hyalina Lyell														(Lyell) Mitt.	Synonyme		2014-12-03					
1115	1115	119	Solenostoma hyalinum	Jungermannia hyalina Lyell														(Lyell) Mitt.	Synonyme		2014-12-03					
1116	1116	120	Liochlaena lanceolata	Jungermannia leiantha Grolle														Nees	Synonyme		2014-12-03					
1117	1117	120	Jungermannia lanceolata	Jungermannia leiantha Grolle														auct. pl., non L.	Synonyme		2014-12-03					
1118	1118	121	Plectocolea obovata	Jungermannia obovata Nees														(Nees) Mitt.	Synonyme		2014-12-03					
1119	1119	121	Solenostoma obovatum	Jungermannia obovata Nees														(Nees) R.M. Schust.	Synonyme		2014-12-03					
1120	1120	122	Solenostoma pumilum subsp. polaris	Jungermannia polaris Lindb.														(Beggr.) R.M. Schust.	Synonyme		2014-12-02					
1121	1121	122	Jungermannia schiffneri	Jungermannia polaris Lindb.														(Loitl.) A. Evans	Synonyme		2014-12-03					
1122	1122	123	Solenostoma pumilum subsp. pumilum	Jungermannia pumila With.														(With.) Müll. Frib.	Synonyme		2015-01-27					
1123	1123	123	Aplozia pumila	Jungermannia pumila With.														(With.) Dumort.	Synonyme		2014-12-03					
1125	1125	123	Jungermannia oblongifolia	Jungermannia pumila With.														Hook. f. & Taylor	Synonyme		2014-12-03					
1126	1126	124	Jungermannia sphaerocarpa var. nana	Jungermannia sphaerocarpa Hook.														(Breidl.) Frye & L. Clark [nom ill.]	Synonyme		2014-12-03					
1127	1127	124	Solenostoma sphaerocarpum	Jungermannia sphaerocarpa Hook.														(Hook.) Stephani	Synonyme		2014-12-03					
1128	1128	125	Plectocolea subelliptica	Jungermannia subelliptica (Lindb. ex Heeg) Levier														(Lindb. ex Heeg) A. Evans	Synonyme		2014-12-03					
1129	1129	125	Solenostoma subellipticum	Jungermannia subelliptica (Lindb. ex Heeg) Levier														(Lindb. ex Heeg) R.M. Schust.	Synonyme		2014-12-03					
1130	1130	126	Kurzia setacea	Kurzia pauciflora (Dicks.) Grolle														(Weber) Grolle	Synonyme		2014-12-03					
1131	1131	126	Microlepidozia setacea	Kurzia pauciflora (Dicks.) Grolle														auct.	Synonyme		2014-12-03					
1132	1132	127	Lophozia badensis	Mesoptychia badensis (Gottsche ex Rabenh.) L. Söderstr. & Vá a														(Gottsche) Schiffn.	Synonyme		2014-12-03					
1133	1133	129	Lophozia bantriensis	Mesoptychia bantriensis (Hook.) L. Söderstr. & Vá a														(Hook.) Steph.	Synonyme		2014-12-03					
1134	1134	129	Lophozia alpestris	Mesoptychia bantriensis (Hook.) L. Söderstr. & Vá a														(Schleich. ex F. Weber) Evans	Synonyme		2014-12-03					
1135	1135	131	Lophozia gillmanii	Mesoptychia gillmanii (Austin) L. Söderstr. & Vá a														(Austin) R.M. Schust.	Synonyme		2015-11-30					
1136	1136	134	Lophozia heterocolpos	Mesoptychia heterocolpos (Thed. ex Hartm.) L. Söderstr. & Vá a var. heterocolpos														(Thed.) M. Howe	Synonyme		2014-12-03					
1137	1137	136	Lophozia rutheana	Mesoptychia rutheana (Limpr.) L. Söderstr. & Vá a														(Limpr.) M. Howe	Synonyme		2014-12-03					
1138	1138	136	Leiocolea schultzii	Mesoptychia rutheana (Limpr.) L. Söderstr. & Vá a														Jörg.	Synonyme		2014-12-03					
1139	1139	138	Mylia anomala	Leiomylia anomala (Hook.) J.J. Engel & Braggins														(Hook.) Gray	Synonyme		2014-12-03					
1140	1140	143	Isopaches bicrenatus	Lophozia bicrenata (Schmidel) Dumort.														Buch	Synonyme		2014-12-03					
1141	1141	146	Lophozia longiflora	Lophozia guttulata (Lindb. & Arnell) A. Evans														(Nees) Schiffn.	Synonyme		2014-12-03					
1142	1142	146	Lophozia porphyroleuca	Lophozia guttulata (Lindb. & Arnell) A. Evans														sensu R.M. Schust., non Jungermannia porphyroleuca (Nees) Schiffn.	Synonyme		2014-12-03					
1143	1143	150	Leiocolea obtusa	Obtusifolium obtusum (Lindb.) S.W. Arnell														(Lindb.) H. Buch	Synonyme		2014-12-03					
