id	taxonID	acceptedNameUsageID	scientificName	acceptedNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	taxonRemarks	modified	language	license	rightsHolder	accessRights	datasetName
881	881	881	Seligeria brevifolia	Seligeria brevifolia (Lindb.) Lindb.				|Musci|||Seligeriaceae|Seligeria|brevifolia|		Musci			Seligeriaceae	Seligeria	brevifolia		Espèce	(Lindb.) Lindb.	Accepté		2014-12-02					
882	882	882	Seligeria calcarea	Seligeria calcarea (Hedw.) Bruch & Schimp.				|Musci|||Seligeriaceae|Seligeria|calcarea|		Musci			Seligeriaceae	Seligeria	calcarea		Espèce	(Hedw.) Bruch & Schimp.	Accepté		2014-12-02					
883	883	883	Seligeria campylopoda	Seligeria campylopoda Kindb.				|Musci|||Seligeriaceae|Seligeria|campylopoda|		Musci			Seligeriaceae	Seligeria	campylopoda		Espèce	Kindb.	Accepté		2014-12-02					
884	884	884	Seligeria diversifolia	Seligeria diversifolia Lindb.				|Musci|||Seligeriaceae|Seligeria|diversifolia|		Musci			Seligeriaceae	Seligeria	diversifolia		Espèce	Lindb.	Accepté		2014-12-02					
885	885	885	Seligeria donniana	Seligeria donniana (Sm.) Müll. Hal.				|Musci|||Seligeriaceae|Seligeria|donniana|		Musci			Seligeriaceae	Seligeria	donniana		Espèce	(Sm.) Müll. Hal.	Accepté		2014-12-02					
886	886	886	Seligeria oelandica	Seligeria oelandica C.E.O. Jensen & Medelius				|Musci|||Seligeriaceae|Seligeria|oelandica|		Musci			Seligeriaceae	Seligeria	oelandica		Espèce	C.E.O. Jensen & Medelius	Accepté		2014-12-02					
887	887	887	Seligeria recurvata	Seligeria recurvata (Hedw.) Bruch & Schimp.				|Musci|||Seligeriaceae|Seligeria|recurvata|		Musci			Seligeriaceae	Seligeria	recurvata		Espèce	(Hedw.) Bruch & Schimp.	Accepté		2014-12-02					
888	888	888	Seligeria tristichoides	Seligeria tristichoides Kindb.				|Musci|||Seligeriaceae|Seligeria|tristichoides|		Musci			Seligeriaceae	Seligeria	tristichoides		Espèce	Kindb.	Accepté		2014-12-02					
889	889	889	Sphagnum affine	Sphagnum affine Renauld & Cardot				|Musci|||Sphagnaceae|Sphagnum|affine|		Musci			Sphagnaceae	Sphagnum	affine		Espèce	Renauld & Cardot	Accepté		2014-12-02					
890	890	890	Sphagnum angermanicum	Sphagnum angermanicum Melin				|Musci|||Sphagnaceae|Sphagnum|angermanicum|		Musci			Sphagnaceae	Sphagnum	angermanicum		Espèce	Melin	Accepté		2014-12-02					
891	891	891	Sphagnum angustifolium	Sphagnum angustifolium (Warnst.) C.E.O. Jensen				|Musci|||Sphagnaceae|Sphagnum|angustifolium|		Musci			Sphagnaceae	Sphagnum	angustifolium		Espèce	(Warnst.) C.E.O. Jensen	Accepté		2014-12-02					
892	892	892	Sphagnum annulatum	Sphagnum annulatum Warnst.				|Musci|||Sphagnaceae|Sphagnum|annulatum|		Musci			Sphagnaceae	Sphagnum	annulatum		Espèce	Warnst.	Accepté		2014-12-02					
893	893	893	Sphagnum aongstroemii	Sphagnum aongstroemii C. Hartm.				|Musci|||Sphagnaceae|Sphagnum|aongstroemii|		Musci			Sphagnaceae	Sphagnum	aongstroemii		Espèce	C. Hartm.	Accepté		2014-12-02					
894	894	894	Sphagnum arcticum	Sphagnum arcticum Flatberg & Frisvoll				|Musci|||Sphagnaceae|Sphagnum|arcticum|		Musci			Sphagnaceae	Sphagnum	arcticum		Espèce	Flatberg & Frisvoll	Accepté		2014-12-02					
895	895	895	Sphagnum austinii	Sphagnum austinii Sull.				|Musci|||Sphagnaceae|Sphagnum|austinii|		Musci			Sphagnaceae	Sphagnum	austinii		Espèce	Sull.	Accepté		2014-12-02					
896	896	896	Sphagnum balticum	Sphagnum balticum (Russow) C.E.O. Jensen				|Musci|||Sphagnaceae|Sphagnum|balticum|		Musci			Sphagnaceae	Sphagnum	balticum		Espèce	(Russow) C.E.O. Jensen	Accepté		2014-12-02					
897	897	897	Sphagnum capillifolium	Sphagnum capillifolium (Ehrh.) Hedw.				|Musci|||Sphagnaceae|Sphagnum|capillifolium|		Musci			Sphagnaceae	Sphagnum	capillifolium		Espèce	(Ehrh.) Hedw.	Accepté		2014-12-02					
898	898	898	Sphagnum centrale	Sphagnum centrale C.E.O. Jensen				|Musci|||Sphagnaceae|Sphagnum|centrale|		Musci			Sphagnaceae	Sphagnum	centrale		Espèce	C.E.O. Jensen	Accepté		2014-12-02					
899	899	899	Sphagnum compactum	Sphagnum compactum Lam. & DC.				|Musci|||Sphagnaceae|Sphagnum|compactum|		Musci			Sphagnaceae	Sphagnum	compactum		Espèce	Lam. & DC.	Accepté		2014-12-02					
900	900	900	Sphagnum concinnum	Sphagnum concinnum (Berggr.) Flatberg				|Musci|||Sphagnaceae|Sphagnum|concinnum|		Musci			Sphagnaceae	Sphagnum	concinnum		Espèce	(Berggr.) Flatberg	Accepté		2014-12-02					
901	901	901	Sphagnum contortum	Sphagnum contortum Schultz				|Musci|||Sphagnaceae|Sphagnum|contortum|		Musci			Sphagnaceae	Sphagnum	contortum		Espèce	Schultz	Accepté		2014-12-02					
902	902	902	Sphagnum cuspidatum	Sphagnum cuspidatum Ehrh. ex Hoffm.				|Musci|||Sphagnaceae|Sphagnum|cuspidatum|		Musci			Sphagnaceae	Sphagnum	cuspidatum		Espèce	Ehrh. ex Hoffm.	Accepté		2014-12-02					
903	903	903	Sphagnum fallax	Sphagnum fallax H. Klinggr.				|Musci|||Sphagnaceae|Sphagnum|fallax|		Musci			Sphagnaceae	Sphagnum	fallax		Espèce	H. Klinggr.	Accepté		2014-12-02					
904	904	904	Sphagnum fimbriatum	Sphagnum fimbriatum Wilson				|Musci|||Sphagnaceae|Sphagnum|fimbriatum|		Musci			Sphagnaceae	Sphagnum	fimbriatum		Espèce	Wilson	Accepté		2014-12-02					
905	905	905	Sphagnum flavicomans	Sphagnum flavicomans (Cardot) Warnst.				|Musci|||Sphagnaceae|Sphagnum|flavicomans|		Musci			Sphagnaceae	Sphagnum	flavicomans		Espèce	(Cardot) Warnst.	Accepté		2014-12-02					
906	906	906	Sphagnum flexuosum	Sphagnum flexuosum Dozy & Molk.				|Musci|||Sphagnaceae|Sphagnum|flexuosum|		Musci			Sphagnaceae	Sphagnum	flexuosum		Espèce	Dozy & Molk.	Accepté		2014-12-02					
907	907	907	Sphagnum fuscum	Sphagnum fuscum (Schimp.) H. Klinggr.				|Musci|||Sphagnaceae|Sphagnum|fuscum|		Musci			Sphagnaceae	Sphagnum	fuscum		Espèce	(Schimp.) H. Klinggr.	Accepté		2014-12-02					
908	908	908	Sphagnum girgensohnii	Sphagnum girgensohnii Russow				|Musci|||Sphagnaceae|Sphagnum|girgensohnii|		Musci			Sphagnaceae	Sphagnum	girgensohnii		Espèce	Russow	Accepté		2014-12-02					
909	909	909	Sphagnum jensenii	Sphagnum jensenii H. Lindb.				|Musci|||Sphagnaceae|Sphagnum|jensenii|		Musci			Sphagnaceae	Sphagnum	jensenii		Espèce	H. Lindb.	Accepté		2014-12-02					
910	910	910	Sphagnum lenense	Sphagnum lenense H. Lindb. ex L.I. Savicz				|Musci|||Sphagnaceae|Sphagnum|lenense|		Musci			Sphagnaceae	Sphagnum	lenense		Espèce	H. Lindb. ex L.I. Savicz	Accepté		2014-12-02					
911	911	911	Sphagnum lescurii	Sphagnum lescurii Sull.				|Musci|||Sphagnaceae|Sphagnum|lescurii|		Musci			Sphagnaceae	Sphagnum	lescurii		Espèce	Sull.	Accepté		2014-12-02					
912	912	912	Sphagnum lindbergii	Sphagnum lindbergii Schimp.				|Musci|||Sphagnaceae|Sphagnum|lindbergii|		Musci			Sphagnaceae	Sphagnum	lindbergii		Espèce	Schimp.	Accepté		2014-12-02					
913	913	913	Sphagnum magellanicum	Sphagnum magellanicum Brid.				|Musci|||Sphagnaceae|Sphagnum|magellanicum|		Musci			Sphagnaceae	Sphagnum	magellanicum		Espèce	Brid.	Accepté		2014-12-02					
914	914	914	Sphagnum majus subsp. majus	Sphagnum majus (Russow) C.E.O. Jensen subsp. majus				|Musci|||Sphagnaceae|Sphagnum|majus|majus		Musci			Sphagnaceae	Sphagnum	majus	majus	Sous-espèce		Accepté		2014-12-02					
915	915	915	Sphagnum majus subsp. norvegicum	Sphagnum majus (Russow) C.E.O. Jensen subsp. norvegicum Flatberg				|Musci|||Sphagnaceae|Sphagnum|majus|norvegicum		Musci			Sphagnaceae	Sphagnum	majus	norvegicum	Sous-espèce	Flatberg	Accepté	Infraspecific Epithet Authorship : Flatberg	2014-12-02					
916	916	916	Sphagnum mirum	Sphagnum mirum Flatberg & Thingsg.				|Musci|||Sphagnaceae|Sphagnum|mirum|		Musci			Sphagnaceae	Sphagnum	mirum		Espèce	Flatberg & Thingsg.	Accepté		2014-12-02					
917	917	917	Sphagnum obtusum	Sphagnum obtusum Warnst.				|Musci|||Sphagnaceae|Sphagnum|obtusum|		Musci			Sphagnaceae	Sphagnum	obtusum		Espèce	Warnst.	Accepté		2014-12-02					
918	918	918	Sphagnum olafii	Sphagnum olafii Flatberg				|Musci|||Sphagnaceae|Sphagnum|olafii|		Musci			Sphagnaceae	Sphagnum	olafii		Espèce	Flatberg	Accepté		2014-12-02					
919	919	919	Sphagnum orientale	Sphagnum orientale L.I. Savicz				|Musci|||Sphagnaceae|Sphagnum|orientale|		Musci			Sphagnaceae	Sphagnum	orientale		Espèce	L.I. Savicz	Accepté		2014-12-02					
920	920	920	Sphagnum palustre	Sphagnum palustre L.				|Musci|||Sphagnaceae|Sphagnum|palustre|		Musci			Sphagnaceae	Sphagnum	palustre		Espèce	L.	Accepté		2014-12-02					
921	921	921	Sphagnum papillosum	Sphagnum papillosum Lindb.				|Musci|||Sphagnaceae|Sphagnum|papillosum|		Musci			Sphagnaceae	Sphagnum	papillosum		Espèce	Lindb.	Accepté		2014-12-02					
922	922	922	Sphagnum perfoliatum	Sphagnum perfoliatum L.I. Savicz				|Musci|||Sphagnaceae|Sphagnum|perfoliatum|		Musci			Sphagnaceae	Sphagnum	perfoliatum		Espèce	L.I. Savicz	Accepté		2014-12-02					
923	923	923	Sphagnum platyphyllum	Sphagnum platyphyllum (Lindb.) Warnst.				|Musci|||Sphagnaceae|Sphagnum|platyphyllum|		Musci			Sphagnaceae	Sphagnum	platyphyllum		Espèce	(Lindb.) Warnst.	Accepté		2014-12-02					
924	924	924	Sphagnum pulchrum	Sphagnum pulchrum (Lindb.) Warnst.				|Musci|||Sphagnaceae|Sphagnum|pulchrum|		Musci			Sphagnaceae	Sphagnum	pulchrum		Espèce	(Lindb.) Warnst.	Accepté		2014-12-02					
925	925	925	Sphagnum pylaesii	Sphagnum pylaesii Brid.				|Musci|||Sphagnaceae|Sphagnum|pylaesii|		Musci			Sphagnaceae	Sphagnum	pylaesii		Espèce	Brid.	Accepté		2014-12-02					
926	926	926	Sphagnum quinquefarium	Sphagnum quinquefarium (Lindb.) Warnst.				|Musci|||Sphagnaceae|Sphagnum|quinquefarium|		Musci			Sphagnaceae	Sphagnum	quinquefarium		Espèce	(Lindb.) Warnst.	Accepté		2014-12-02					
927	927	927	Sphagnum riparium	Sphagnum riparium Ångström				|Musci|||Sphagnaceae|Sphagnum|riparium|		Musci			Sphagnaceae	Sphagnum	riparium		Espèce	Ångström	Accepté		2014-12-02					
928	928	928	Sphagnum rubellum	Sphagnum rubellum Wilson				|Musci|||Sphagnaceae|Sphagnum|rubellum|		Musci			Sphagnaceae	Sphagnum	rubellum		Espèce	Wilson	Accepté		2014-12-02					
929	929	929	Sphagnum rubiginosum	Sphagnum rubiginosum Flatberg				|Musci|||Sphagnaceae|Sphagnum|rubiginosum|		Musci			Sphagnaceae	Sphagnum	rubiginosum		Espèce	Flatberg	Accepté		2014-12-02					
930	930	930	Sphagnum russowii	Sphagnum russowii Warnst.				|Musci|||Sphagnaceae|Sphagnum|russowii|		Musci			Sphagnaceae	Sphagnum	russowii		Espèce	Warnst.	Accepté		2014-12-02					
931	931	931	Sphagnum squarrosum	Sphagnum squarrosum Crome				|Musci|||Sphagnaceae|Sphagnum|squarrosum|		Musci			Sphagnaceae	Sphagnum	squarrosum		Espèce	Crome	Accepté		2014-12-02					
932	932	932	Sphagnum steerei	Sphagnum steerei R.E. Andrus				|Musci|||Sphagnaceae|Sphagnum|steerei|		Musci			Sphagnaceae	Sphagnum	steerei		Espèce	R.E. Andrus	Accepté		2014-12-02					
933	933	933	Sphagnum subfulvum	Sphagnum subfulvum Sjörs				|Musci|||Sphagnaceae|Sphagnum|subfulvum|		Musci			Sphagnaceae	Sphagnum	subfulvum		Espèce	Sjörs	Accepté		2014-12-02					
934	934	934	Sphagnum subsecundum	Sphagnum subsecundum Nees				|Musci|||Sphagnaceae|Sphagnum|subsecundum|		Musci			Sphagnaceae	Sphagnum	subsecundum		Espèce	Nees	Accepté		2014-12-02					
935	935	935	Sphagnum tenellum	Sphagnum tenellum (Brid.) Brid.				|Musci|||Sphagnaceae|Sphagnum|tenellum|		Musci			Sphagnaceae	Sphagnum	tenellum		Espèce	(Brid.) Brid.	Accepté		2014-12-02					
936	936	936	Sphagnum tenerum	Sphagnum tenerum Sull. & Lesq. ex Sull.				|Musci|||Sphagnaceae|Sphagnum|tenerum|		Musci			Sphagnaceae	Sphagnum	tenerum		Espèce	Sull. & Lesq. ex Sull.	Accepté		2014-12-02					
937	937	937	Sphagnum teres	Sphagnum teres (Schimp.) Ångström				|Musci|||Sphagnaceae|Sphagnum|teres|		Musci			Sphagnaceae	Sphagnum	teres		Espèce	(Schimp.) Ångström	Accepté		2014-12-02					
938	938	938	Sphagnum torreyanum	Sphagnum torreyanum Sull.				|Musci|||Sphagnaceae|Sphagnum|torreyanum|		Musci			Sphagnaceae	Sphagnum	torreyanum		Espèce	Sull.	Accepté		2014-12-02					
939	939	939	Sphagnum tundrae	Sphagnum tundrae Flatberg				|Musci|||Sphagnaceae|Sphagnum|tundrae|		Musci			Sphagnaceae	Sphagnum	tundrae		Espèce	Flatberg	Accepté		2014-12-02					
940	940	940	Sphagnum venustum	Sphagnum venustum Flatberg				|Musci|||Sphagnaceae|Sphagnum|venustum|		Musci			Sphagnaceae	Sphagnum	venustum		Espèce	Flatberg	Accepté		2014-12-02					
941	941	941	Sphagnum warnstorfii	Sphagnum warnstorfii Russow				|Musci|||Sphagnaceae|Sphagnum|warnstorfii|		Musci			Sphagnaceae	Sphagnum	warnstorfii		Espèce	Russow	Accepté		2014-12-02					
942	942	942	Sphagnum wulfianum	Sphagnum wulfianum Girg.				|Musci|||Sphagnaceae|Sphagnum|wulfianum|		Musci			Sphagnaceae	Sphagnum	wulfianum		Espèce	Girg.	Accepté		2014-12-02					
943	943	943	Splachnum ampullaceum	Splachnum ampullaceum Hedw.				|Musci|||Splachnaceae|Splachnum|ampullaceum|		Musci			Splachnaceae	Splachnum	ampullaceum		Espèce	Hedw.	Accepté		2014-12-02					
944	944	944	Splachnum luteum	Splachnum luteum Hedw.				|Musci|||Splachnaceae|Splachnum|luteum|		Musci			Splachnaceae	Splachnum	luteum		Espèce	Hedw.	Accepté		2014-12-02					
945	945	945	Splachnum pensylvanicum	Splachnum pensylvanicum (Brid.) Grout ex H.A. Crum				|Musci|||Splachnaceae|Splachnum|pensylvanicum|		Musci			Splachnaceae	Splachnum	pensylvanicum		Espèce	(Brid.) Grout ex H.A. Crum	Accepté		2014-12-02					
946	946	946	Splachnum rubrum	Splachnum rubrum Hedw.				|Musci|||Splachnaceae|Splachnum|rubrum|		Musci			Splachnaceae	Splachnum	rubrum		Espèce	Hedw.	Accepté		2014-12-02					
947	947	947	Splachnum sphaericum	Splachnum sphaericum Hedw.				|Musci|||Splachnaceae|Splachnum|sphaericum|		Musci			Splachnaceae	Splachnum	sphaericum		Espèce	Hedw.	Accepté		2014-12-02					
948	948	948	Splachnum vasculosum	Splachnum vasculosum Hedw.				|Musci|||Splachnaceae|Splachnum|vasculosum|		Musci			Splachnaceae	Splachnum	vasculosum		Espèce	Hedw.	Accepté		2014-12-02					
949	949	949	Stegonia latifolia var. latifolia	Stegonia latifolia (Schwägr.) Venturi ex Broth. var. latifolia				|Musci|||Pottiaceae|Stegonia|latifolia|latifolia		Musci			Pottiaceae	Stegonia	latifolia	latifolia	Variété		Accepté		2014-12-02					
950	950	950	Stegonia latifolia var. pilifera	Stegonia latifolia (Schwägr.) Venturi ex Broth. var. pilifera (Dicks.) Broth.				|Musci|||Pottiaceae|Stegonia|latifolia|pilifera		Musci			Pottiaceae	Stegonia	latifolia	pilifera	Variété	(Dicks.) Broth.	Accepté	Infraspecific Epithet Authorship : (Dicks.) Broth.	2014-12-02					
951	951	951	Straminergon stramineum	Straminergon stramineum (Dicks. ex Brid.) Hedenäs				|Musci|||Calliergonaceae|Straminergon|stramineum|		Musci			Calliergonaceae	Straminergon	stramineum		Espèce	(Dicks. ex Brid.) Hedenäs	Accepté		2014-12-02					
953	953	953	Syntrichia norvegica	Syntrichia norvegica F. Weber				|Musci|||Pottiaceae|Syntrichia|norvegica|		Musci			Pottiaceae	Syntrichia	norvegica		Espèce	F. Weber	Accepté		2014-12-02					
955	955	955	Syntrichia ruralis	Syntrichia ruralis (Hedw.) F. Weber & D. Mohr				|Musci|||Pottiaceae|Syntrichia|ruralis|		Musci			Pottiaceae	Syntrichia	ruralis		Espèce	(Hedw.) F. Weber & D. Mohr	Accepté		2014-12-02					
957	957	957	Taxiphyllum deplanatum	Taxiphyllum deplanatum (Bruch & Schimp. ex Sull.) M. Fleisch.				|Musci|||Hypnaceae|Taxiphyllum|deplanatum|		Musci			Hypnaceae	Taxiphyllum	deplanatum		Espèce	(Bruch & Schimp. ex Sull.) M. Fleisch.	Accepté		2014-12-02					
958	958	958	Tayloria acuminata	Tayloria acuminata Hornsch.				|Musci|||Splachnaceae|Tayloria|acuminata|		Musci			Splachnaceae	Tayloria	acuminata		Espèce	Hornsch.	Accepté		2014-12-02					
959	959	959	Tayloria lingulata	Tayloria lingulata (Dicks.) Lindb.				|Musci|||Splachnaceae|Tayloria|lingulata|		Musci			Splachnaceae	Tayloria	lingulata		Espèce	(Dicks.) Lindb.	Accepté		2014-12-02					
960	960	960	Tayloria serrata	Tayloria serrata (Hedw.) Bruch & Schimp.				|Musci|||Splachnaceae|Tayloria|serrata|		Musci			Splachnaceae	Tayloria	serrata		Espèce	(Hedw.) Bruch & Schimp.	Accepté		2014-12-02					
961	961	961	Tayloria splachnoides	Tayloria splachnoides (Schleich. ex Schwägr.) Hook.				|Musci|||Splachnaceae|Tayloria|splachnoides|		Musci			Splachnaceae	Tayloria	splachnoides		Espèce	(Schleich. ex Schwägr.) Hook.	Accepté		2014-12-02					
962	962	962	Tetraphis geniculata	Tetraphis geniculata Girg. ex Milde				|Musci|||Tetraphidaceae|Tetraphis|geniculata|		Musci			Tetraphidaceae	Tetraphis	geniculata		Espèce	Girg. ex Milde	Accepté		2014-12-02					
963	963	963	Tetraphis pellucida	Tetraphis pellucida Hedw.				|Musci|||Tetraphidaceae|Tetraphis|pellucida|		Musci			Tetraphidaceae	Tetraphis	pellucida		Espèce	Hedw.	Accepté		2014-12-02					
964	964	964	Tetraplodon angustatus	Tetraplodon angustatus (Hedw.) Bruch & Schimp.				|Musci|||Splachnaceae|Tetraplodon|angustatus|		Musci			Splachnaceae	Tetraplodon	angustatus		Espèce	(Hedw.) Bruch & Schimp.	Accepté		2014-12-02					
965	965	965	Tetraplodon mnioides	Tetraplodon mnioides (Hedw.) Bruch & Schimp.				|Musci|||Splachnaceae|Tetraplodon|mnioides|		Musci			Splachnaceae	Tetraplodon	mnioides		Espèce	(Hedw.) Bruch & Schimp.	Accepté		2014-12-02					
966	966	966	Tetraplodon pallidus	Tetraplodon pallidus I. Hagen				|Musci|||Splachnaceae|Tetraplodon|pallidus|		Musci			Splachnaceae	Tetraplodon	pallidus		Espèce	I. Hagen	Accepté		2014-12-02					
967	967	967	Tetraplodon urceolatus	Tetraplodon urceolatus (Hedw.) Bruch & Schimp.				|Musci|||Splachnaceae|Tetraplodon|urceolatus|		Musci			Splachnaceae	Tetraplodon	urceolatus		Espèce	(Hedw.) Bruch & Schimp.	Accepté		2014-12-02					
968	968	967	Tetraplodon mnioides var. urceolatus	Tetraplodon urceolatus (Hedw.) Bruch & Schimp.														(Hedw.) H.A. Crum	Synonyme		2015-01-27					
969	969	969	Tetrodontium brownianum	Tetrodontium brownianum (Dicks.) Schwägr.				|Musci|||Tetraphidaceae|Tetrodontium|brownianum|		Musci			Tetraphidaceae	Tetrodontium	brownianum		Espèce	(Dicks.) Schwägr.	Accepté		2014-12-02					
970	970	970	Tetrodontium ovatum	Tetrodontium ovatum (Funck) Schwägr.				|Musci|||Tetraphidaceae|Tetrodontium|ovatum|		Musci			Tetraphidaceae	Tetrodontium	ovatum		Espèce	(Funck) Schwägr.	Accepté		2014-12-02					
971	971	971	Tetrodontium repandum	Tetrodontium repandum (Funck) Schwägr.				|Musci|||Tetraphidaceae|Tetrodontium|repandum|		Musci			Tetraphidaceae	Tetrodontium	repandum		Espèce	(Funck) Schwägr.	Accepté		2014-12-02					
972	972	972	Thamnobryum alleghaniense	Thamnobryum alleghaniense (Müll. Hal.) Nieuwl.				|Musci|||Neckeraceae|Thamnobryum|alleghaniense|		Musci			Neckeraceae	Thamnobryum	alleghaniense		Espèce	(Müll. Hal.) Nieuwl.	Accepté		2014-12-02					
973	973	973	Thelia asprella	Thelia asprella (Schimp.) Sull.				|Musci|||Theliaceae|Thelia|asprella|		Musci			Theliaceae	Thelia	asprella		Espèce	(Schimp.) Sull.	Accepté		2014-12-02					
974	974	974	Thelia hirtella	Thelia hirtella (Hedw.) Sull.				|Musci|||Theliaceae|Thelia|hirtella|		Musci			Theliaceae	Thelia	hirtella		Espèce	(Hedw.) Sull.	Accepté		2014-12-02					
975	975	975	Thuidium assimile	Thuidium assimile (Mitt.) A. Jaeger				|Musci|||Thuidiaceae|Thuidium|assimile|		Musci			Thuidiaceae	Thuidium	assimile		Espèce	(Mitt.) A. Jaeger	Accepté		2014-12-02					
977	977	977	Thuidium delicatulum	Thuidium delicatulum (Hedw.) Schimp.				|Musci|||Thuidiaceae|Thuidium|delicatulum|		Musci			Thuidiaceae	Thuidium	delicatulum		Espèce	(Hedw.) Schimp.	Accepté		2014-12-02					
978	978	978	Thuidium recognitum	Thuidium recognitum (Hedw.) Lindb.				|Musci|||Thuidiaceae|Thuidium|recognitum|		Musci			Thuidiaceae	Thuidium	recognitum		Espèce	(Hedw.) Lindb.	Accepté		2014-12-02					
979	979	979	Timmia austriaca	Timmia austriaca Hedw.				|Musci|||Timmiaceae|Timmia|austriaca|		Musci			Timmiaceae	Timmia	austriaca		Espèce	Hedw.	Accepté		2014-12-02					
980	980	980	Timmia megapolitana subsp. bavarica	Timmia megapolitana Hedw. subsp. bavarica (Hessl.) Brassard				|Musci|||Timmiaceae|Timmia|megapolitana|bavarica		Musci			Timmiaceae	Timmia	megapolitana	bavarica	Sous-espèce	(Hessl.) Brassard	Accepté	Infraspecific Epithet Authorship : (Hessl.) Brassard	2014-12-02					
982	982	982	Timmia megapolitana subsp. megapolitana	Timmia megapolitana Hedw. subsp. megapolitana				|Musci|||Timmiaceae|Timmia|megapolitana|megapolitana		Musci			Timmiaceae	Timmia	megapolitana	megapolitana	Sous-espèce		Accepté		2014-12-02					
983	983	983	Timmia norvegica var. excurrens	Timmia norvegica J.E. Zetterst. var. excurrens Bryhn				|Musci|||Timmiaceae|Timmia|norvegica|excurrens		Musci			Timmiaceae	Timmia	norvegica	excurrens	Variété	Bryhn	Accepté	Infraspecific Epithet Authorship : Bryhn	2014-12-02					
984	984	984	Timmia norvegica var. norvegica	Timmia norvegica J.E. Zetterst. var. norvegica				|Musci|||Timmiaceae|Timmia|norvegica|norvegica		Musci			Timmiaceae	Timmia	norvegica	norvegica	Variété		Accepté		2014-12-02					
985	985	985	Timmia sibirica	Timmia sibirica Lindb. & Arnell				|Musci|||Timmiaceae|Timmia|sibirica|		Musci			Timmiaceae	Timmia	sibirica		Espèce	Lindb. & Arnell	Accepté		2014-12-02					
986	986	986	Tomentypnum falcifolium	Tomentypnum falcifolium (Renauld ex Nichols) Tuom.				|Musci|||Amblystegiaceae|Tomentypnum|falcifolium|		Musci			Amblystegiaceae	Tomentypnum	falcifolium		Espèce	(Renauld ex Nichols) Tuom.	Accepté		2014-12-02					
987	987	987	Tomentypnum nitens	Tomentypnum nitens (Hedw.) Loeske				|Musci|||Amblystegiaceae|Tomentypnum|nitens|		Musci			Amblystegiaceae	Tomentypnum	nitens		Espèce	(Hedw.) Loeske	Accepté		2014-12-02					
988	988	988	Tortella arctica	Tortella arctica (Arnell) Crundw. & Nyholm				|Musci|||Pottiaceae|Tortella|arctica|		Musci			Pottiaceae	Tortella	arctica		Espèce	(Arnell) Crundw. & Nyholm	Accepté		2014-12-02					
989	989	989	Tortella fragilis	Tortella fragilis (Hook. & Wilson) Limpr.				|Musci|||Pottiaceae|Tortella|fragilis|		Musci			Pottiaceae	Tortella	fragilis		Espèce	(Hook. & Wilson) Limpr.	Accepté		2014-12-02					
990	990	990	Tortella humilis	Tortella humilis (Hedw.) Jenn.				|Musci|||Pottiaceae|Tortella|humilis|		Musci			Pottiaceae	Tortella	humilis		Espèce	(Hedw.) Jenn.	Accepté		2014-12-02					
991	991	991	Tortella inclinata	Tortella inclinata (R. Hedw.) Limpr.				|Musci|||Pottiaceae|Tortella|inclinata|		Musci			Pottiaceae	Tortella	inclinata		Espèce	(R. Hedw.) Limpr.	Accepté		2014-12-02					
992	992	992	Tortella tortuosa	Tortella tortuosa (Hedw.) Limpr.				|Musci|||Pottiaceae|Tortella|tortuosa|		Musci			Pottiaceae	Tortella	tortuosa		Espèce	(Hedw.) Limpr.	Accepté		2014-12-02					
993	993	993	Tortula cernua	Tortula cernua (Huebener) Lindb.				|Musci|||Pottiaceae|Tortula|cernua|		Musci			Pottiaceae	Tortula	cernua		Espèce	(Huebener) Lindb.	Accepté		2014-12-02					
994	994	993	Desmatodon cernuus	Tortula cernua (Huebener) Lindb.														(Huebener) Bruch & Schimp.	Synonyme		2015-01-27					
995	995	995	Tortula hoppeana	Tortula hoppeana (Schultz) Ochyra				|Musci|||Pottiaceae|Tortula|hoppeana|		Musci			Pottiaceae	Tortula	hoppeana		Espèce	(Schultz) Ochyra	Accepté		2014-12-02					
996	996	995	Desmatodon latifolius	Tortula hoppeana (Schultz) Ochyra														(Hedw.) Brid.	Synonyme		2015-01-27					
997	997	997	Tortula leucostoma	Tortula leucostoma (R. Br.) Hook. & Grev.				|Musci|||Pottiaceae|Tortula|leucostoma|		Musci			Pottiaceae	Tortula	leucostoma		Espèce	(R. Br.) Hook. & Grev.	Accepté		2014-12-02					
999	999	999	Tortula mucronifolia	Tortula mucronifolia Schwägr.				|Musci|||Pottiaceae|Tortula|mucronifolia|		Musci			Pottiaceae	Tortula	mucronifolia		Espèce	Schwägr.	Accepté		2014-12-02					
1000	1000	1000	Tortula nevadensis	Tortula nevadensis (Cardot & Thér.) R.H. Zander				|Musci|||Pottiaceae|Tortula|nevadensis|		Musci			Pottiaceae	Tortula	nevadensis		Espèce	(Cardot & Thér.) R.H. Zander	Accepté		2014-12-02					
1001	1001	1001	Tortula porteri	Tortula porteri (James) Broth.				|Musci|||Pottiaceae|Tortula|porteri|		Musci			Pottiaceae	Tortula	porteri		Espèce	(James) Broth.	Accepté		2014-12-02					
